---config@码表分类=主码-3
---config@允许编辑=否
---config@码表别名=系统英文
a	a#序10000
lodicule	lodicule#序10000
loessial	loessial#序10000
loftsman	loftsman#序10000
logicals	logicals#序10000
logician	logician#序10000
logicise	logicise#序10000
logicize	logicize#序10000
logistic	logistic#序10000
logogram	logogram#序10000
logotype	logotype#序10000
logotypy	logotypy#序10000
lollardy	lollardy#序10000
lollipop	lollipop#序10000
lollygag	lollygag#序10000
lollypop	lollypop#序10000
lombardy	lombardy#序10000
lomentum	lomentum#序10000
lomilomi	lomilomi#序10000
londoner	londoner#序10000
loneness	loneness#序10000
lonesome	lonesome#序10000
longbill	longbill#序10000
longboat	longboat#序10000
longeron	longeron#序10000
longeval	longeval#序10000
longhair	longhair#序10000
longhand	longhand#序10000
longhead	longhead#序10000
longhorn	longhorn#序10000
longline	longline#序10000
longness	longness#序10000
longsome	longsome#序10000
longspur	longspur#序10000
longstop	longstop#序10000
longtime	longtime#序10000
longueur	longueur#序10000
longwall	longwall#序10000
longways	longways#序10000
longwise	longwise#序10000
lonicera	lonicera#序10000
loophole	loophole#序10000
loopworm	loopworm#序10000
lopsided	lopsided#序10000
lopstick	lopstick#序10000
loquitur	loquitur#序10000
lordling	lordling#序10000
lordosis	lordosis#序10000
lordotic	lordotic#序10000
lordship	lordship#序10000
loricate	loricate#序10000
lorikeet	lorikeet#序10000
lorryhop	lorryhop#序10000
lossless	lossless#序10000
lothario	lothario#序10000
lothsome	lothsome#序10000
lotiform	lotiform#序10000
loudness	loudness#序10000
louvered	louvered#序10000
lovebird	lovebird#序10000
lovelace	lovelace#序10000
loveless	loveless#序10000
lovelorn	lovelorn#序10000
loverboy	loverboy#序10000
lovesick	lovesick#序10000
lovingly	lovingly#序10000
lowering	lowering#序10000
lowlands	lowlands#序10000
loxodont	loxodont#序10000
loyalism	loyalism#序10000
loyalist	loyalist#序10000
loyalize	loyalize#序10000
lubberly	lubberly#序10000
lubrical	lubrical#序10000
lucianic	lucianic#序10000
lucidity	lucidity#序10000
luckless	luckless#序10000
lucretia	lucretia#序10000
luculent	luculent#序10000
lucullan	lucullan#序10000
lueshite	lueshite#序10000
lukewarm	lukewarm#序10000
lumberer	lumberer#序10000
lumberly	lumberly#序10000
luminant	luminant#序10000
luminary	luminary#序10000
luminism	luminism#序10000
luminize	luminize#序10000
luminous	luminous#序10000
lumisome	lumisome#序10000
lumpfish	lumpfish#序10000
lumphead	lumphead#序10000
lunabase	lunabase#序10000
lunanaut	lunanaut#序10000
lunarian	lunarian#序10000
lunarite	lunarite#序10000
lunation	lunation#序10000
luncheon	luncheon#序10000
lungfish	lungfish#序10000
lungwort	lungwort#序10000
luniform	luniform#序10000
lunkhead	lunkhead#序10000
lunokhod	lunokhod#序10000
lunulate	lunulate#序10000
lupercal	lupercal#序10000
lupulone	lupulone#序10000
luristan	luristan#序10000
lusatian	lusatian#序10000
luscious	luscious#序10000
lustrate	lustrate#序10000
lustrine	lustrine#序10000
lustring	lustring#序10000
lustrous	lustrous#序10000
lutanist	lutanist#序10000
lutenist	lutenist#序10000
luteolin	luteolin#序10000
lutetian	lutetian#序10000
lutheran	lutheran#序10000
luxation	luxation#序10000
luxmeter	luxmeter#序10000
lyallpur	lyallpur#序10000
lycopene	lycopene#序10000
lycurgan	lycurgan#序10000
lycurgus	lycurgus#序10000
lykewake	lykewake#序10000
lymphoid	lymphoid#序10000
lymphoma	lymphoma#序10000
lymphous	lymphous#序10000
lynching	lynching#序10000
lynchpin	lynchpin#序10000
lyrebird	lyrebird#序10000
lyricism	lyricism#序10000
lyricist	lyricist#序10000
lyricize	lyricize#序10000
lyriform	lyriform#序10000
lysippus	lysippus#序10000
lysogeny	lysogeny#序10000
lysosome	lysosome#序10000
lysozyme	lysozyme#序10000
macaroni	macaroni#序10000
macaroon	macaroon#序10000
macassar	macassar#序10000
maccaboy	maccaboy#序10000
maccoboy	maccoboy#序10000
macerate	macerate#序10000
machaira	machaira#序10000
machisma	machisma#序10000
macilent	macilent#序10000
mackerel	mackerel#序10000
mackinaw	mackinaw#序10000
macruran	macruran#序10000
maculate	maculate#序10000
madbrain	madbrain#序10000
madhouse	madhouse#序10000
madrigal	madrigal#序10000
madwoman	madwoman#序10000
maebashi	maebashi#序10000
maecenas	maecenas#序10000
maestoso	maestoso#序10000
magazine	magazine#序10000
magdalen	magdalen#序10000
magellan	magellan#序10000
maggotry	maggotry#序10000
magician	magician#序10000
magicube	magicube#序10000
magnesia	magnesia#序10000
magnesic	magnesic#序10000
magnetic	magnetic#序10000
magneton	magneton#序10000
magnific	magnific#序10000
magnolia	magnolia#序10000
maharaja	maharaja#序10000
mahayana	mahayana#序10000
mahogany	mahogany#序10000
mahratta	mahratta#序10000
mahratti	mahratti#序10000
maidenly	maidenly#序10000
maidhood	maidhood#序10000
maidless	maidless#序10000
maieutic	maieutic#序10000
mailable	mailable#序10000
mailboat	mailboat#序10000
mailclad	mailclad#序10000
mainboom	mainboom#序10000
mainland	mainland#序10000
mainline	mainline#序10000
mainmast	mainmast#序10000
mainsail	mainsail#序10000
mainstay	mainstay#序10000
maintain	maintain#序10000
majestic	majestic#序10000
majolica	majolica#序10000
majorcan	majorcan#序10000
majority	majority#序10000
makeable	makeable#序10000
makebate	makebate#序10000
makeevka	makeevka#序10000
makefast	makefast#序10000
makimono	makimono#序10000
maladapt	maladapt#序10000
maladept	maladept#序10000
malagasy	malagasy#序10000
malamute	malamute#序10000
malapert	malapert#序10000
malaprop	malaprop#序10000
malarial	malarial#序10000
malarkey	malarkey#序10000
malaysia	malaysia#序10000
maldives	maldives#序10000
maledict	maledict#序10000
malemute	malemute#序10000
maligner	maligner#序10000
malihini	malihini#序10000
malinger	malinger#序10000
malinois	malinois#序10000
malleate	malleate#序10000
mallorca	mallorca#序10000
malodour	malodour#序10000
malposed	malposed#序10000
maltreat	maltreat#序10000
maltster	maltster#序10000
maltworm	maltworm#序10000
malvasia	malvasia#序10000
malvinas	malvinas#序10000
mamaliga	mamaliga#序10000
mamaluke	mamaluke#序10000
mameluke	mameluke#序10000
mammalia	mammalia#序10000
mammifer	mammifer#序10000
mammilla	mammilla#序10000
mammogen	mammogen#序10000
managing	managing#序10000
manciple	manciple#序10000
mandamus	mandamus#序10000
mandarin	mandarin#序10000
mandator	mandator#序10000
mandible	mandible#序10000
mandinka	mandinka#序10000
mandioca	mandioca#序10000
mandolin	mandolin#序10000
mandrake	mandrake#序10000
mandrill	mandrill#序10000
maneuver	maneuver#序10000
manfully	manfully#序10000
mangabey	mangabey#序10000
manganic	manganic#序10000
manganin	manganin#序10000
mangonel	mangonel#序10000
mangrove	mangrove#序10000
maniacal	maniacal#序10000
manichee	manichee#序10000
manicure	manicure#序10000
manifest	manifest#序10000
manifold	manifold#序10000
maniform	maniform#序10000
manitoba	manitoba#序10000
mannered	mannered#序10000
mannerly	mannerly#序10000
mannheim	mannheim#序10000
mannikin	mannikin#序10000
mannitol	mannitol#序10000
manorial	manorial#序10000
manostat	manostat#序10000
manpower	manpower#序10000
manshift	manshift#序10000
mantelet	mantelet#序10000
mantilla	mantilla#序10000
mantissa	mantissa#序10000
manually	manually#序10000
manucode	manucode#序10000
manutius	manutius#序10000
manwards	manwards#序10000
manyatta	manyatta#序10000
manyfold	manyfold#序10000
manzello	manzello#序10000
maoridom	maoridom#序10000
mapmaker	mapmaker#序10000
mappable	mappable#序10000
maquette	maquette#序10000
marabout	marabout#序10000
marantic	marantic#序10000
marasmic	marasmic#序10000
marasmus	marasmus#序10000
marathon	marathon#序10000
marauder	marauder#序10000
maravedi	maravedi#序10000
marcando	marcando#序10000
marcella	marcella#序10000
marcelle	marcelle#序10000
marchesa	marchesa#序10000
marchese	marchese#序10000
marchman	marchman#序10000
margaret	margaret#序10000
margaric	margaric#序10000
margarin	margarin#序10000
marginal	marginal#序10000
margrave	margrave#序10000
marianao	marianao#序10000
marianne	marianne#序10000
marietta	marietta#序10000
marigold	marigold#序10000
marinade	marinade#序10000
marinate	marinate#序10000
marinera	marinera#序10000
mariposa	mariposa#序10000
maritage	maritage#序10000
maritime	maritime#序10000
mariupol	mariupol#序10000
marjoram	marjoram#序10000
markdown	markdown#序10000
markedly	markedly#序10000
marketer	marketer#序10000
markhoor	markhoor#序10000
marksman	marksman#序10000
marmoset	marmoset#序10000
marocain	marocain#序10000
maronite	maronite#序10000
maroquin	maroquin#序10000
marquesa	marquesa#序10000
marquess	marquess#序10000
marquise	marquise#序10000
marriage	marriage#序10000
marshall	marshall#序10000
marshman	marshman#序10000
martagon	martagon#序10000
martinet	martinet#序10000
maryland	maryland#序10000
marzipan	marzipan#序10000
mascaret	mascaret#序10000
mascaron	mascaron#序10000
maskless	maskless#序10000
masonite	masonite#序10000
masorete	masorete#序10000
masorite	masorite#序10000
massacre	massacre#序10000
masscult	masscult#序10000
masseter	masseter#序10000
masseuse	masseuse#序10000
massicot	massicot#序10000
massless	massless#序10000
masterly	masterly#序10000
masthead	masthead#序10000
mastitis	mastitis#序10000
mastless	mastless#序10000
mastodon	mastodon#序10000
matabele	matabele#序10000
matadora	matadora#序10000
matchbox	matchbox#序10000
matching	matching#序10000
mateless	mateless#序10000
matelote	matelote#序10000
material	material#序10000
materiel	materiel#序10000
maternal	maternal#序10000
mathilda	mathilda#序10000
mathsort	mathsort#序10000
mathurai	mathurai#序10000
matronly	matronly#序10000
matthias	matthias#序10000
mattrass	mattrass#序10000
mattress	mattress#序10000
maturate	maturate#序10000
maturely	maturely#序10000
maturity	maturity#序10000
maulmain	maulmain#序10000
maverick	maverick#序10000
maxicoat	maxicoat#序10000
maximate	maximate#序10000
maximise	maximise#序10000
maximite	maximite#序10000
maximize	maximize#序10000
mayanist	mayanist#序10000
mayoress	mayoress#序10000
maythorn	maythorn#序10000
mazarine	mazarine#序10000
mazdaism	mazdaism#序10000
mbandaka	mbandaka#序10000
mckenney	mckenney#序10000
mckinley	mckinley#序10000
mclntosh	mclntosh#序10000
mcmlxxvi	mcmlxxvi#序10000
meagerly	meagerly#序10000
meagrely	meagrely#序10000
mealtime	mealtime#序10000
mealworm	mealworm#序10000
mealybug	mealybug#序10000
meanings	meanings#序10000
meanness	meanness#序10000
meantime	meantime#序10000
measured	measured#序10000
meatball	meatball#序10000
meathead	meathead#序10000
mechanic	mechanic#序10000
medalist	medalist#序10000
medallic	medallic#序10000
medially	medially#序10000
mediaman	mediaman#序10000
mediator	mediator#序10000
medibank	medibank#序10000
medicare	medicare#序10000
medicate	medicate#序10000
medicine	medicine#序10000
medieval	medieval#序10000
mediocre	mediocre#序10000
meditate	meditate#序10000
medullin	medullin#序10000
medusoid	medusoid#序10000
meekness	meekness#序10000
megabuck	megabuck#序10000
megabyte	megabyte#序10000
megacity	megacity#序10000
megadont	megadont#序10000
megadose	megadose#序10000
megadyne	megadyne#序10000
megagaea	megagaea#序10000
megalith	megalith#序10000
megalops	megalops#序10000
megarian	megarian#序10000
megatron	megatron#序10000
megaunit	megaunit#序10000
megavolt	megavolt#序10000
megawatt	megawatt#序10000
megillah	megillah#序10000
megimide	megimide#序10000
megogigo	megogigo#序10000
meionite	meionite#序10000
melamine	melamine#序10000
melanism	melanism#序10000
melanite	melanite#序10000
melanoma	melanoma#序10000
melchior	melchior#序10000
meleager	meleager#序10000
melilite	melilite#序10000
melinite	melinite#序10000
melitose	melitose#序10000
mellitum	mellitum#序10000
mellowly	mellowly#序10000
melodeon	melodeon#序10000
melodica	melodica#序10000
melodics	melodics#序10000
melodion	melodion#序10000
melodise	melodise#序10000
melodist	melodist#序10000
melodize	melodize#序10000
melomane	melomane#序10000
meltable	meltable#序10000
melville	melville#序10000
membrane	membrane#序10000
memorial	memorial#序10000
memorise	memorise#序10000
memorize	memorize#序10000
memotron	memotron#序10000
memphian	memphian#序10000
memphite	memphite#序10000
memsahib	memsahib#序10000
menarche	menarche#序10000
mendable	mendable#序10000
menelaus	menelaus#序10000
menfolks	menfolks#序10000
menhaden	menhaden#序10000
meninges	meninges#序10000
meniscus	meniscus#序10000
menology	menology#序10000
menstrua	menstrua#序10000
mensural	mensural#序10000
mentally	mentally#序10000
mentawai	mentawai#序10000
menthene	menthene#序10000
mephisto	mephisto#序10000
mephitic	mephitic#序10000
mephitis	mephitis#序10000
mercalli	mercalli#序10000
mercapto	mercapto#序10000
merchant	merchant#序10000
merciful	merciful#序10000
mercuric	mercuric#序10000
meretrix	meretrix#序10000
mergence	mergence#序10000
meridian	meridian#序10000
merienda	merienda#序10000
meristem	meristem#序10000
merogony	merogony#序10000
merryman	merryman#序10000
meshugga	meshugga#序10000
meshugge	meshugge#序10000
meshwork	meshwork#序10000
mesmeric	mesmeric#序10000
mesnalty	mesnalty#序10000
mesocarp	mesocarp#序10000
mesoderm	mesoderm#序10000
mesodont	mesodont#序10000
mesoglea	mesoglea#序10000
mesopeak	mesopeak#序10000
mesosome	mesosome#序10000
mesotron	mesotron#序10000
mesozoic	mesozoic#序10000
mesquite	mesquite#序10000
messdeck	messdeck#序10000
messidor	messidor#序10000
messmate	messmate#序10000
messroom	messroom#序10000
messuage	messuage#序10000
metaboly	metaboly#序10000
metacode	metacode#序10000
metadata	metadata#序10000
metafile	metafile#序10000
metairie	metairie#序10000
metalist	metalist#序10000
metalize	metalize#序10000
metalled	metalled#序10000
metallic	metallic#序10000
metamale	metamale#序10000
metamere	metamere#序10000
metapage	metapage#序10000
metaphen	metaphen#序10000
metaphor	metaphor#序10000
metarule	metarule#序10000
metasome	metasome#序10000
metatony	metatony#序10000
metayage	metayage#序10000
metazoal	metazoal#序10000
metazoan	metazoan#序10000
metazoic	metazoic#序10000
meteoric	meteoric#序10000
meterage	meterage#序10000
metewand	metewand#序10000
meteyard	meteyard#序10000
methadon	methadon#序10000
methanol	methanol#序10000
methinks	methinks#序10000
methodic	methodic#序10000
methylal	methylal#序10000
methylic	methylic#序10000
metonymy	metonymy#序10000
metrazol	metrazol#序10000
metrical	metrical#序10000
metritis	metritis#序10000
mexicali	mexicali#序10000
michigan	michigan#序10000
micritic	micritic#序10000
microbar	microbar#序10000
microbic	microbic#序10000
microbus	microbus#序10000
microdot	microdot#序10000
microkit	microkit#序10000
microtec	microtec#序10000
micrurgy	micrurgy#序10000
midbrain	midbrain#序10000
middling	middling#序10000
midfield	midfield#序10000
midgarth	midgarth#序10000
midnight	midnight#序10000
midpoint	midpoint#序10000
midships	midships#序10000
midsplit	midsplit#序10000
mightily	mightily#序10000
mignonne	mignonne#序10000
migraine	migraine#序10000
migrator	migrator#序10000
mikimoto	mikimoto#序10000
milanese	milanese#序10000
mildness	mildness#序10000
milepost	milepost#序10000
milesian	milesian#序10000
milesimo	milesimo#序10000
miliaria	miliaria#序10000
militant	militant#序10000
military	military#序10000
militate	militate#序10000
milkfish	milkfish#序10000
milkmaid	milkmaid#序10000
milkweed	milkweed#序10000
milkwort	milkwort#序10000
millcake	millcake#序10000
milliard	milliard#序10000
millibar	millibar#序10000
millieme	millieme#序10000
milligal	milligal#序10000
millimho	millimho#序10000
milliner	milliner#序10000
millions	millions#序10000
millirad	millirad#序10000
millirem	millirem#序10000
millpond	millpond#序10000
millrace	millrace#序10000
millwork	millwork#序10000
milstrip	milstrip#序10000
miltonic	miltonic#序10000
mimicker	mimicker#序10000
minacity	minacity#序10000
minamata	minamata#序10000
minatory	minatory#序10000
mindanao	mindanao#序10000
mindless	mindless#序10000
mineable	mineable#序10000
minibike	minibike#序10000
minicell	minicell#序10000
minimill	minimill#序10000
minimine	minimine#序10000
minimize	minimize#序10000
mininuke	mininuke#序10000
minipark	minipark#序10000
minisize	minisize#序10000
minister	minister#序10000
ministry	ministry#序10000
minitank	minitank#序10000
minitype	minitype#序10000
minorite	minorite#序10000
minority	minority#序10000
minotaur	minotaur#序10000
minstrel	minstrel#序10000
mintmark	mintmark#序10000
minutely	minutely#序10000
miquelon	miquelon#序10000
