一万	yiwj
景区	jkqu
景气	jkqi
景物	jkwu
景色	jkse
景观	jkgr
景象	jkxl
景颇	jkpo
晴天	qktm
晴朗	qklh
晶莹	jkyk
智力	vili
智商	viuh
智囊	vinh
智慧	vihv
智斗	vidz
智者	vive
智能	ving
智谋	vimz
晾干	llgj
晾晒	llud
暂不	zjbu
暂且	zjqp
暂代	zjdd
暂借	zjjp
暂停	zjtk
暂免	zjmm
暂列	zjlp
暂别	zjbp
暂告	zjgc
暂存	zjcy
暂定	zjdk
暂居	zjju
暂扣	zjkz
暂按	zjan
暂无	zjwu
暂时	zjui
暂未	zjww
暂用	zjys
暂缓	zjhr
暂缺	zjqt
暂行	zjxk
暑假	uujx
暑期	uuqi
暖冬	nrds
暖和	nrho
暖壶	nrhu
暖意	nryi
暖暖	nrnr
暖气	nrqi
暖流	nrlq
暖炉	nrlu
暖瓶	nrpk
暖色	nrse
暖阳	nryh
暖风	nrfg
暗中	anvs
暗亏	ankv
暗号	anhc
暗合	anhe
暗含	anhj
暗哨	anuc
暗器	anqi
暗地	andi
暗处	aniu
暗夜	anye
暗娼	anih
暗害	anhd
暗影	anyk
暗恋	anlm
暗探	antj
暗暗	anan
暗杀	anua
暗格	ange
暗沟	angz
暗流	anlq
暗淡	andj
暗潮	anic
暗疮	anil
暗礁	anjn
暗示	anui
暗笑	anxn
暗算	ansr
暗红	anhs
暗绿	anlv
暗藏	anch
暗讽	anfg
暗语	anyu
暗道	andc
暗锁	anso
暗门	anmf
暗黄	anhl
暗黑	anhw
暧昧	aimw
暮年	munm
暮春	muiy
暮秋	muqq
暮色	muse
暴乱	bclr
暴力	bcli
暴动	bcds
暴君	bcjy
暴增	bczg
暴徒	bctu
暴怒	bcnu
暴恐	bcks
暴晒	bcud
暴死	bcsi
暴虐	bcnt
暴行	bcxk
暴跌	bcdp
暴跳	bctn
暴躁	bczc
暴雨	bcyu
暴雪	bcxt
暴露	bclu
暴风	bcfg
曙光	uugl
曙色	uuse
曝光	bcgl
曲子	quzi
曲折	quve
曲目	qumu
曲直	quvi
曲线	quxm
曲艺	quyi
曲解	qujp
曲谱	qupu
曲面	qumm
曲风	qufg
更不	ggbu
更为	ggww
更久	ggjq
更低	ggdi
更具	ggju
更加	ggjx
更名	ggmk
更坏	gghk
更多	ggdo
更大	ggda
更好	gghc
更宽	ggkr
更小	ggxn
更少	gguc
更差	ggia
更广	gggl
更应	ggyk
更强	ggql
更快	ggkk
更惨	ggcj
更慢	ggmj
更换	gghr
更改	gggd
更新	ggxb
更早	ggzc
更是	ggui
更显	ggxm
更替	ggti
更有	ggyz
更正	ggvg
更深	gguf
更短	ggdr
更窄	ggvd
更能	ggng
更衣	ggyi
更要	ggyc
更让	ggrh
更远	ggyr
更迭	ggdp
更重	ggvs
更长	ggih
更难	ggnj
更高	gggc
曹操	cccc
曼妙	mjmn
曼谷	mjgu
曾任	cgrf
曾在	cgzd
曾孙	zgsy
曾对	cgdv
曾是	cgui
曾有	cgyz
曾祖	zgzu
曾经	cgjk
曾说	cguo
替他	tita
替代	tidd
替你	tini
替我	tiwo
替换	tihr
替补	tibu
替身	tiuf
最不	zvbu
最丑	zviz
最为	zvww
最亮	zvll
最优	zvyz
最低	zvdi
最佳	zvjx
最先	zvxm
最全	zvqr
最具	zvju
最冷	zvlg
最初	zviu
最前	zvqm
最后	zvhz
最坏	zvhk
最多	zvdo
最大	zvda
最好	zvhc
最小	zvxn
最少	zvuc
最差	zvia
最弱	zvro
最强	zvql
最快	zvkk
最怕	zvpa
最想	zvxl
最慢	zvmj
最新	zvxb
最无	zvwu
最早	zvzc
最晚	zvwj
最最	zvzv
最棒	zvbh
最毒	zvdu
最烂	zvlj
最热	zvre
最爱	zvai
最短	zvdr
最终	zvvs
最美	zvmw
最能	zvng
最让	zvrh
最贵	zvgv
最轻	zvqk
最近	zvjb
最远	zvyr
最迟	zvii
最酷	zvku
最长	zvih
最难	zvnj
最高	zvgc
月下	ytxx
月亮	ytll
月份	ytff
月供	ytgs
月光	ytgl
月内	ytnw
月刊	ytkj
月初	ytiu
月华	ythx
月台	yttd
月圆	ytyr
月均	ytjy
月子	ytzi
月季	ytji
月底	ytdi
月息	ytxi
月报	ytbc
月明	ytmk
月月	ytyt
月末	ytmo
月牙	ytya
月球	ytqq
月票	ytpn
月租	ytzu
月线	ytxm
月经	ytjk
月结	ytjp
月缺	ytqt
月老	ytlc
月色	ytse
月薪	ytxb
月食	ytui
月饼	ytbk
有个	yzge
有些	yzxp
有何	yzhe
有偿	yzih
有关	yzgr
有别	yzbp
有功	yzgs
有助	yzvu
有劲	yzjb
有劳	yzlc
有名	yzmk
有啥	yzua
有害	yzhd
有序	yzxu
有待	yzdd
有心	yzxb
有感	yzgj
有愧	yzkv
有所	yzso
有损	yzsy
有效	yzxn
有无	yzwu
有望	yzwh
有权	yzqr
有毒	yzdu
有点	yzdm
有理	yzli
有用	yzys
有病	yzbk
有神	yzuf
有空	yzks
有缘	yzyr
有脸	yzlm
有色	yzse
有谁	yzuw
有责	yzze
有趣	yzqu
有过	yzgo
有钱	yzqm
有错	yzco
有限	yzxm
有难	yznj
朋党	pgdh
朋友	pgyz
服下	fuxx
服了	fule
服从	fucs
服务	fuwu
服帖	futp
服役	fuyi
服用	fuys
服罪	fuzv
服药	fuyc
服装	fuvl
服软	furr
朗声	lhug
朗朗	lhlh
朗诵	lhss
朗读	lhdu
望去	whqu
望月	whyt
望着	whve
望见	whjm
望风	whfg
朝上	icuh
朝下	icxx
朝东	icds
朝代	icdd
朝北	icbw
朝南	icnj
朝后	ichz
朝向	icxl
朝夕	vcxi
朝外	icwd
朝天	ictm
朝廷	ictk
朝拜	icbd
朝服	icfu
朝气	vcqi
朝着	icve
朝纲	icgh
朝见	icjm
朝贡	icgs
朝野	icye
朝阳	icyh
朝霞	vcxx
朝鲜	icxm
期刊	qikj
期待	qidd
期房	qifh
期望	qiwh
期末	qimo
期盼	qipj
期票	qipn
期许	qixu
期货	qiho
期间	qijm
期限	qixm
朦胧	mgls
木偶	muou
木刻	muke
木匠	mujl
木匣	muxx
木器	muqi
木块	mukk
木头	mutz
木屋	muwu
木屑	muxp
木料	muln
木星	muxk
木本	mubf
木材	mucd
木柴	muid
木桥	muqn
木桩	muvl
木桶	muts
木棍	mugy
木棒	mubh
木炭	mutj
木然	murj
木片	mupm
木牌	mupd
木瓜	mugx
木筏	mufa
木箱	muxl
木耳	muer
木船	muir
木讷	mune
木雕	mudn
木马	muma
未付	wwfu
未免	wwmm
未可	wwke
未向	wwxl
未婚	wwhy
未定	wwdk
未尝	wwih
未开	wwkd
未必	wwbi
未按	wwan
未接	wwjp
未曾	wwcg
未来	wwld
未满	wwmj
未能	wwng
未见	wwjm
末了	moln
末代	modd
末尾	moww
末年	monm
末日	mori
末梢	mouc
末流	molq
末班	mobj
末端	modr
末路	molu
本事	bfui
本人	bfrf
本位	bfww
本体	bfti
本分	bfff
本刊	bfkj
本名	bfmk
本周	bfvz
本国	bfgo
本土	bftu
本地	bfdi
本场	bfih
本子	bfzi
本季	bfji
本家	bfjx
本就	bfjq
本届	bfjp
本年	bfnm
本应	bfyk
本当	bfdh
本性	bfxk
本息	bfxi
本想	bfxl
本意	bfyi
本报	bfbc
本文	bfwf
本无	bfwu
本日	bfri
本月	bfyt
本期	bfqi
本条	bftn
本来	bfld
本校	bfxn
本案	bfan
本次	bfci
本田	bftm
本省	bfug
本着	bfve
本票	bfpn
本科	bfke
本站	bfvj
本类	bflw
本能	bfng
本色	bfse
本行	bfhh
本表	bfbn
本该	bfgd
本质	bfvi
本身	bfuf
本轮	bfly
本部	bfbu
本金	bfjb
本钱	bfqm
本门	bfmf
本院	bfyr
本页	bfye
本领	bflk
札幌	vahl
札记	vaji
朱唇	vuiy
朱砂	vuua
朱门	vumf
朱雀	vuqt
朴实	puui
朴素	pusu
机会	jihv
机修	jixq
机关	jigr
机制	jivi
机器	jiqi
机场	jiih
机子	jizi
机密	jimi
机床	jiil
机房	jifh
机敏	jimb
机智	jivi
机构	jigz
机械	jixp
机灵	jilk
机票	jipn
机组	jizu
机缘	jiyr
机舱	jich
机遇	jiyu
朽木	xqmu
杀了	uale
杀人	uarf
杀价	uajx
杀伤	uauh
杀光	uagl
杀入	uaru
杀出	uaiu
杀头	uatz
杀害	uahd
杀戮	ualu
杀手	uauz
杀掉	uadn
杀敌	uadi
杀死	uasi
杀毒	uadu
杀气	uaqi
杀灭	uamp
杀猪	uavu
杀生	uaug
杀菌	uajy
杀虫	uais
杀跌	uadp
杀青	uaqk
杀鸡	uaji
杂乱	zalr
杂事	zaui
杂交	zajn
杂合	zahe
杂家	zajx
杂居	zaju
杂役	zayi
杂志	zavi
杂念	zanm
杂感	zagj
杂技	zaji
杂文	zawf
杂毛	zamc
杂烩	zahv
杂牌	zapd
杂物	zawu
杂碎	zasv
杂种	zavs
杂税	zauv
杂粮	zall
杂耍	zaux
杂色	zase
杂草	zacc
杂谈	zatj
杂货	zaho
杂费	zafw
杂音	zayb
杂项	zaxl
权且	qrqp
权利	qrli
权威	qrww
权当	qrdh
权术	qruu
权柄	qrbk
权益	qryi
权臣	qrif
权衡	qrhg
权证	qrvg
权谋	qrmz
权责	qrze
权贵	qrgv
权重	qrvs
权限	qrxm
杆秤	gjig
杉树	ujuu
李四	lisi
杏林	xklb
杏眼	xkyj
杏花	xkhx
杏黄	xkhl
材料	cdln
材质	cdvi
村口	cykz
村妇	cyfu
村姑	cygu
村子	cyzi
村官	cygr
村寨	cyvd
村庄	cyvl
村民	cymb
村舍	cyue
村落	cylo
村里	cyli
村野	cyye
村镇	cyvf
村长	cyvh
杜康	dukh
杜撰	duvr
杜比	dubi
杜绝	dujt
杜鹃	dujr
杠杆	ghgj
条令	tnlk
条件	tnjm
条子	tnzi
条幅	tnfu
条形	tnxk
条数	tnuu
条文	tnwf
条条	tntn
条款	tnkr
条目	tnmu
条码	tnma
条规	tngv
来世	ldui
来个	ldge
来临	ldlb
来了	ldle
来人	ldrf
来信	ldxb
来函	ldhj
来到	lddc
来劲	ldjb
来历	ldli
来去	ldqu
来吧	ldba
来啦	ldla
来回	ldhv
来头	ldtz
来客	ldke
来宾	ldbb
来年	ldnm
来往	ldwh
来得	ldde
来日	ldri
来此	ldci
来源	ldyr
来潮	ldic
来犯	ldfj
来玩	ldwj
来生	ldug
来由	ldyz
来电	lddm
来看	ldkj
来稿	ldgc
来者	ldve
来自	ldzi
来袭	ldxi
来讲	ldjl
来访	ldfh
来说	lduo
来路	ldlu
来过	ldgo
杨柳	yhlq
杨梅	yhmw
杭州	hhvz
杯盖	bwgd
杰作	jpzo
松下	ssxx
松动	ssds
松口	sskz
松子	sszi
松开	sskd
松弛	ssii
松懈	ssxp
松手	ssuz
松散	sssj
松木	ssmu
松林	sslb
松柏	ssbd
松树	ssuu
松涛	sstc
松紧	ssjb
松绑	ssbh
松脱	ssto
松茸	ssrs
松软	ssrr
松香	ssxl
板凳	bjdg
板材	bjcd
板砖	bjvr
板鸭	bjya
极为	jiww
极品	jipb
极大	jida
极少	jiuc
极强	jiql
极端	jidr
极限	jixm
极高	jigc
构图	gztu
构建	gzjm
构思	gzsi
构想	gzxl
构成	gzig
构架	gzjx
构筑	gzvu
构词	gzci
构造	gzzc
构陷	gzxm
枉然	whrj
枕头	vftz
枕套	vftc
林业	lbye
林园	lbyr
林场	lbih
林子	lbzi
林木	lbmu
林立	lbli
林芝	lbvi
林荫	lbyb
果仁	gorf
果决	gojt
果冻	gods
果品	gopb
果园	goyr
果子	gozi
果敢	gogj
果断	godr
果树	gouu
果汁	govi
果然	gorj
果皮	gopi
果真	govf
果肉	gorz
果脯	gofu
果酸	gosr
枝丫	viya
枢纽	uunq
枣子	zczi
枣红	zchs
枪决	qljt
枪击	qlji
枪口	qlkz
枪手	qluz
枪托	qlto
枪杀	qlua
枪杆	qlgj
枪栓	qlur
枪械	qlxp
枪法	qlfa
枪炮	qlpc
枪管	qlgr
枪膛	qlth
枫叶	fgye
枫树	fguu
枭雄	xnxs
枯井	kujk
枯叶	kuye
枯寂	kuji
枯木	kumu
枯枝	kuvi
枯槁	kugc
枯燥	kuzc
枯瘦	kuuz
枯竭	kujp
枯草	kucc
枯萎	kuww
枯骨	kugu
枯黄	kuhl
架子	jxzi
架构	jxgz
架桥	jxqn
架次	jxci
架空	jxks
枷锁	jxso
枸杞	gzqi
柏林	bolb
某个	mzge
某些	mzxp
某人	mzrf
某件	mzjm
某位	mzww
某地	mzdi
某处	mziu
某天	mztm
某女	mznv
某家	mzjx
某年	mznm
某日	mzri
某月	mzyt
某某	mzmz
某次	mzci
某男	mznj
某种	mzvs
某部	mzbu
柑橘	gjju
染上	rjuh
染发	rjfa
染指	rjvi
染毒	rjdu
染病	rjbk
染红	rjhs
染缸	rjgh
染色	rjse
柔和	rzhe
柔嫩	rznf
柔弱	rzro
柔性	rzxk
柔情	rzqk
柔滑	rzhx
柔美	rzmw
柔肠	rzih
柔软	rzrr
柔道	rzdc
柔韧	rzrf
柔顺	rzuy
柜台	gvtd
柜子	gvzi
柜面	gvmm
柠檬	nkmg
查下	iaxx
查出	iaiu
查到	iadc
查办	iabj
查实	iaui
查封	iafg
查岗	iagh
查找	iavc
查抄	iaic
查收	iauz
查明	iamk
查杀	iaua
查查	iaia
查核	iahe
查毒	iadu
查看	iakj
查票	iapn
查考	iakc
查获	iaho
查表	iabn
查证	iavg
查询	iaxy
查账	iavh
查过	iago
查问	iawf
查阅	iayt
查验	iayj
柱状	vuvl
柳叶	lqye
柳州	lqvz
柳树	lquu
柳絮	lqxu
柳腰	lqyc
柴刀	iddc
柴油	idyz
柴火	idho
柴草	idcc
栅栏	valj
标价	bnjx
标兵	bnbk
标准	bnvy
标出	bniu
标尺	bnii
标志	bnvi
标有	bnyz
标本	bnbf
标杆	bngj
标枪	bnql
标榜	bnbh
标注	bnvu
标点	bndm
标牌	bnpd
标的	bndi
标签	bnqm
标记	bnji
标语	bnyu
标配	bnpw
标靶	bnba
标题	bnti
栈道	vjdc
栋梁	dsll
栏杆	ljgj
栏目	ljmu
树丛	uucs
树叶	uuye
树干	uugj
树木	uumu
树杈	uuia
树林	uulb
树根	uugf
树梢	uuuc
树皮	uupi
树立	uuli
树苗	uumn
树阴	uuyb
校内	xnnw
校准	jnvy
校勘	jnkj
校友	xnyz
校园	xnyr
校外	xnwd
校对	jndv
校尉	xnww
校庆	xnqk
校舍	xnue
校订	jndk
校长	xnvh
校门	xnmf
校阅	jnyt
校验	jnyj
株洲	vuvz
株连	vulm
样品	yhpb
样子	yhzi
样式	yhui
样本	yhbf
样板	yhbj
样样	yhyh
样片	yhpm
核准	hevy
核定	hedk
核对	hedv
核弹	hedj
核心	hexb
核批	hepi
核桃	hetc
核算	hesr
核能	heng
核销	hexn
根号	gfhc
根基	gfji
根子	gfzi
根底	gfdi
根式	gfui
根据	gfju
根本	gfbf
根治	gfvi
根源	gfyr
根由	gfyz
根绝	gfjt
根苗	gfmn
根茎	gfjk
根部	gfbu
根除	gfiu
根雕	gfdn
格外	gewd
格局	geju
格式	geui
格斗	gedz
格言	geyj
格调	gedn
栽倒	zddc
栽培	zdpw
栽花	zdhx
栽赃	zdzh
桂冠	gvgr
桂圆	gvyr
桂林	gvlb
桂皮	gvpi
桂鱼	gvyu
桃仁	tcrf
桃园	tcyr
桃子	tczi
桃树	tcuu
桃红	tchs
桃色	tcse
桃花	tchx
桅杆	wwgj
框架	kljx
框框	klkl
案例	anli
案卷	anjr
案发	anfa
案头	antz
案子	anzi
案情	anqk
案板	anbj
案犯	anfj
桌上	vouh
桌前	voqm
桌子	vozi
桌布	vobu
桌椅	voyi
桌球	voqq
桌面	vomm
桎梏	vigu
桑叶	shye
桑拿	shna
桑树	shuu
桑田	shtm
桑葚	shuf
桑蚕	shcj
桔梗	jpgg
档案	dhan
档次	dhci
桥墩	qndy
桥头	qntz
桥接	qnjp
桥架	qnjx
桥梁	qnll
桥洞	qnds
桥牌	qnpd
梁山	lluj
梁祝	llvu
梅毒	mwdu
梅花	mwhx
梗塞	ggse
梗死	ggsi
梦中	mgvs
梦乡	mgxl
梦到	mgdc
梦呓	mgyi
梦回	mghv
梦境	mgjk
梦幻	mghr
梦想	mgxl
梦游	mgyz
梦见	mgjm
梦话	mghx
梦里	mgli
梦魇	mgyj
梧桐	wuts
梨园	liyr
梭子	sozi
梯子	tizi
梯度	tidu
梯田	titm
梯队	tidv
械斗	xpdz
梳头	uutz
梳妆	uuvl
梵高	fjgc
检修	jmxq
检查	jmia
检测	jmce
检点	jmdm
检索	jmso
检讨	jmtc
检验	jmyj
棉球	mmqq
棉絮	mmxu
棉纺	mmfh
棉线	mmxm
棉花	mmhx
棉袄	mmao
棉袍	mmpc
棉被	mmbw
棉裤	mmku
棉鞋	mmxp
棋手	qiuz
棋谱	qipu
棋赛	qisd
棍子	gyzi
棍棒	gybh
棒喝	bhhe
棒子	bhzi
棒打	bhda
棒极	bhji
棒槌	bhiv
棒球	bhqq
棕榈	zslv
棕熊	zsxs
棕色	zsse
棘手	jiuz
森严	sfyj
森林	sflb
森森	sfsf
棱角	lgjn
棺材	grcd
椅子	yizi
植入	viru
植物	viwu
椭圆	toyr
椰蓉	yers
楷书	kduu
楷体	kdti
楷模	kdmo
楼上	lzuh
楼下	lzxx
楼主	lzvu
楼价	lzjx
楼台	lztd
楼层	lzcg
楼房	lzfh
楼梯	lzti
楼盘	lzpj
楼道	lzdc
楼顶	lzdk
概况	gdkl
概念	gdnm
概括	gdko
概率	gdlv
概略	gdlt
概要	gdyc
概览	gdlj
概论	gdly
概述	gduu
榔头	lhtz
榕树	rsuu
榜上	bhuh
榜单	bhdj
榜样	bhyh
榜眼	bhyj
榨取	vaqu
榨干	vagj
榨汁	vavi
榨油	vayz
榨菜	vacd
槐树	hkuu
槟榔	bklh
樊笼	fjls
樟脑	vhnc
模仿	mofh
模具	muju
模块	mokk
模型	moxk
模式	moui
模拟	moni
模板	mubj
模样	muyh
模特	mote
模糊	mohu
模范	mofj
横亘	hggf
横切	hgqp
横卧	hgwo
横向	hgxl
横在	hgzd
横幅	hgfu
横扫	hgsc
横批	hgpi
横排	hgpd
横杆	hggj
横杠	hggh
横条	hgtn
横死	hgsi
横渡	hgdu
横溢	hgyi
横盘	hgpj
横眉	hgmw
横着	hgve
横祸	hgho
横穿	hgir
横竖	hguu
横线	hgxm
横肉	hgrz
横蛮	hgmj
横财	hgcd
横贯	hggr
横越	hgyt
横跨	hgkx
横遭	hgzc
横陈	hgif
樱桃	yktc
樱花	ykhx
樵夫	qnfu
橄榄	gjlj
橘黄	juhl
橙红	ighs
橙色	igse
橙黄	ighl
橡皮	xlpi
橡胶	xljn
橱窗	iuil
檀木	tjmu
檀香	tjxl
欠佳	qmjx
欠债	qmvd
欠妥	qmto
欠揍	qmzz
欠条	qmtn
欠款	qmkr
欠缺	qmqt
欠费	qmfw
次女	cinv
次年	cinm
次序	cixu
次数	ciuu
次方	cifh
次日	ciri
次要	ciyc
次选	cixr
欢乐	hrle
欢呼	hrhu
欢喜	hrxi
欢声	hrug
欢庆	hrqk
欢度	hrdu
欢心	hrxb
欢快	hrkk
欢愉	hryu
欢畅	hrih
欢笑	hrxn
欢聚	hrju
欢腾	hrtg
欢跳	hrtn
欢迎	hryk
欢送	hrss
欢颜	hryj
欣慰	xbww
欣然	xbrj
欣赏	xbuh
欧亚	ouya
欧元	ouyr
欧姆	oumu
欧式	ouui
欧洲	ouvz
欧盟	oumg
欧美	oumw
欧阳	ouyh
欲念	yunm
欲望	yuwh
欲求	yuqq
欲火	yuho
欺凌	qilk
欺诈	qiva
欺负	qifu
欺辱	qiru
欺骗	qipm
款式	krui
款款	krkr
款爷	krye
款项	krxl
款额	kree
歇息	xpxi
歇菜	xpcd
歉然	qmrj
歌厅	getk
歌咏	geys
歌唱	geih
歌喉	gehz
歌坛	getj
歌声	geug
歌女	genv
歌手	geuz
歌曲	gequ
歌本	gebf
歌舞	gewu
歌词	geci
歌谣	geyc
歌谱	gepu
歌迷	gemi
歌颂	gess
止咳	vike
止损	visy
止步	vibu
止疼	vitg
止痒	viyh
止血	vixt
止跌	vidp
正义	vgyi
正传	vgvr
正则	vgze
正北	vgbw
正南	vgnj
正厅	vgtk
正反	vgfj
正品	vgpb
正在	vgzd
正好	vghc
正如	vgru
正宗	vgzs
正对	vgdv
正巧	vgqn
正常	vgih
正式	vgui
正当	vgdh
正想	vgxl
正文	vgwf
正月	vgyt
正本	vgbf
正果	vggo
正步	vgbu
正比	vgbi
正派	vgpd
正版	vgbj
正确	vgqt
正经	vgjk
正统	vgts
正色	vgse
正要	vgyc
正规	vggv
正道	vgdc
正门	vgmf
正面	vgmm
正餐	vgcj
此举	ciju
此乃	cind
此人	cirf
此刻	cike
此前	ciqm
此后	cihz
此地	cidi
此处	ciiu
此外	ciwd
此岸	cian
此文	ciwf
此时	ciui
此次	cici
此版	cibj
此生	ciug
此番	cifj
此种	civs
此类	cilw
此路	cilu
此间	cijm
步伐	bufa
步兵	bubk
步子	buzi
步履	bulv
步枪	buql
步调	budn
步骤	buvz
武侠	wuxx
武僧	wusg
武功	wugs
武器	wuqi
武夫	wufu
武学	wuxt
武将	wujl
武当	wudh
武打	wuda
武斗	wudz
武林	wulb
武汉	wuhj
武装	wuvl
武警	wujk
歧义	qiyi
歧路	qilu
歧途	qitu
歪了	wdle
歪嘴	wdzv
歪曲	wdqu
歪风	wdfg
歹徒	ddtu
歹意	ddyi
歹毒	dddu
死了	sile
死于	siyu
死亡	siwh
死伤	siuh
死光	sigl
死党	sidh
死刑	sixk
死去	siqu
死后	sihz
死命	simk
死囚	siqq
死因	siyb
死在	sizd
死守	siuz
死局	siju
死心	sixb
死掉	sidn
死敌	sidi
死机	siji
死板	sibj
死死	sisi
死水	siuv
死活	siho
死牢	silc
死神	siuf
死穴	sixt
死结	sijp
死缓	sihr
死罪	sizv
死者	sive
死角	sijn
死讯	sixy
死难	sinj
死鬼	sigv
歼灭	jmmp
殉国	xygo
殉情	xyqk
殉职	xyvi
殉葬	xyzh
殉难	xynj
殊荣	uurs
残值	cjvi
残兵	cjbk
残冬	cjds
残喘	cjir
残存	cjcy
残年	cjnm
残废	cjfw
残影	cjyk
残忍	cjrf
残损	cjsy
残敌	cjdi
残旧	cjjq
残暴	cjbc
残杀	cjua
残渣	cjva
残生	cjug
残留	cjlq
残疾	cjji
残破	cjpo
残缺	cjqt
残羹	cjgg
残酷	cjku
残骸	cjhd
殒命	yymk
殖民	vimb
殡殓	bblm
殡葬	bbzh
殴打	ouda
段位	drww
段子	drzi
段落	drlo
殷切	ybqp
殷勤	ybqb
殿下	dmxx
殿堂	dmth
毁了	hvle
毁坏	hvhk
毁容	hvrs
毁损	hvsy
毁掉	hvdn
毁灭	hvmp
毁约	hvyt
毁谤	hvbh
毅力	yili
母乳	muru
母亲	muqb
母体	muti
母女	munv
母婴	muyk
母子	muzi
母校	muxn
母爱	muai
母牛	munq
母狗	mugz
母猪	muvu
母系	muxi
母鸡	muji
每个	mwge
每件	mwjm
每份	mwff
每到	mwdc
每只	mwvi
每周	mwvz
每回	mwhv
每天	mwtm
每家	mwjx
每年	mwnm
每当	mwdh
每户	mwhu
每日	mwri
每晚	mwwj
每月	mwyt
每条	mwtn
每样	mwyh
每次	mwci
每种	mwvs
每篇	mwpm
每股	mwgu
每行	mwhh
每逢	mwfg
每页	mwye
毒刺	duci
毒品	dupb
毒害	duhd
毒性	duxk
毒手	duuz
毒打	duda
毒杀	duua
毒枭	duxn
毒死	dusi
毒液	duye
毒牙	duya
毒瘤	dulq
毒素	dusu
毒草	ducc
毒药	duyc
毒虫	duis
毒蛇	duue
毒辣	dula
毒酒	dujq
比作	bizo
比例	bili
比分	biff
比喻	biyu
比如	biru
比对	bidv
比拟	bini
比拼	bipb
比方	bifh
比武	biwu
比比	bibi
比照	bivc
比特	bite
比率	bilv
比美	bimw
比肩	bijm
比萨	bisa
比赛	bisd
比起	biqi
比较	bijn
比重	bivs
毕业	biye
毕竟	bijk
毗邻	pilb
毙了	bile
毛利	mcli
毛刷	mcux
毛刺	mcci
毛发	mcfa
毛孔	mcks
毛孩	mchd
毛巾	mcjb
毛料	mcln
毛毯	mctj
毛片	mcpm
毛病	mcbk
毛皮	mcpi
毛竹	mcvu
毛笔	mcbi
毛肚	mcdu
毛裤	mcku
毛豆	mcdz
毛边	mcbm
毛重	mcvs
毛钱	mcqm
毛驴	mclv
毫不	hcbu
毫升	hcug
毫厘	hcli
毫发	hcfa
毫安	hcan
毫无	hcwu
毫毛	hcmc
毫秒	hcmn
毫米	hcmi
民主	mbvu
民事	mbui
民企	mbqi
民众	mbvs
民俗	mbsu
民兵	mbbk
民办	mbbj
民国	mbgo
民女	mbnv
民宅	mbvd
民居	mbju
民心	mbxb
民怨	mbyr
民情	mbqk
民意	mbyi
民愤	mbff
民房	mbfh
民政	mbvg
民族	mbzu
民权	mbqr
民歌	mbge
民法	mbfa
民生	mbug
民用	mbys
民航	mbhh
民营	mbyk
民警	mbjk
民调	mbdn
民谚	mbyj
民谣	mbyc
民选	mbxr
民间	mbjm
民风	mbfg
气人	qirf
气体	qiti
气候	qihz
气功	qigs
气压	qiya
气味	qiww
气喘	qiir
气囊	qinh
气团	qitr
气场	qiih
气坏	qihk
气壮	qivl
气孔	qiks
气度	qidu
气态	qitd
气息	qixi
气恼	qinc
气愤	qiff
气数	qiuu
气枪	qiql
气死	qisi
气氛	qiff
气泡	qipc
气派	qipd
气流	qilq
气温	qiwf
气焰	qiyj
气球	qiqq
气绝	qijt
气色	qise
气节	qijp
气血	qixt
气象	qixl
气质	qivi
气走	qizz
气量	qill
气门	qimf
气馁	qinw
气魄	qipo
氛围	ffww
氧化	yhhx
氧气	yhqi
氮肥	djfw
水上	uvuh
水下	uvxx
水乡	uvxl
水产	uvij
水仙	uvxm
水位	uvww
水准	uvvy
水分	uvff
水印	uvyb
水压	uvya
水土	uvtu
水坑	uvkg
水域	uvyu
水塔	uvta
水塘	uvth
水墨	uvmo
水壶	uvhu
水帖	uvtp
水库	uvku
水彩	uvcd
水怪	uvgk
水患	uvhr
水战	uvvj
水族	uvzu
水晶	uvjk
水暖	uvnr
水杯	uvbw
水果	uvgo
水枪	uvql
水桶	uvts
水池	uvii
水汽	uvqi
水沟	uvgz
水泡	uvpc
水波	uvbo
水泥	uvni
水泵	uvbg
水洗	uvxi
水洼	uvwa
水流	uvlq
水深	uvuf
水渠	uvqu
水温	uvwf
水源	uvyr
水滴	uvdi
水灵	uvlk
水灾	uvzd
水牛	uvnq
水珠	uvvu
水球	uvqq
水瓶	uvpk
水田	uvtm
水电	uvdm
水盆	uvpf
水碱	uvjm
水稻	uvdc
水管	uvgr
水花	uvhx
水草	uvcc
水藻	uvzc
水蛇	uvue
水表	uvbn
水解	uvjp
水货	uvho
水质	uvvi
水费	uvfw
水路	uvlu
水车	uvie
水边	uvbm
水运	uvyy
水酒	uvjq
水里	uvli
水量	uvll
水银	uvyb
水闸	uvva
水鸟	uvnn
永不	ysbu
永久	ysjq
永别	ysbp
永存	yscy
永恒	yshg
永生	ysug
永诀	ysjt
永远	ysyr
永驻	ysvu
求亲	qqqb
求人	qqrf
求偶	qqou
求全	qqqr
求助	qqvu
求医	qqyi
求取	qqqu
求变	qqbm
求告	qqgc
求和	qqhe
求婚	qqhy
求学	qqxt
求实	qqui
求得	qqde
求情	qqqk
求战	qqvj
求救	qqjq
求教	qqjn
求新	qqxb
求欢	qqhr
求求	qqqq
求爱	qqai
求生	qqug
求真	qqvf
求神	qquf
求稳	qqwf
求索	qqso
求职	qqvi
求见	qqjm
求解	qqjp
求证	qqvg
求财	qqcd
求购	qqgz
求饶	qqrc
