---config@码表分类=主码-7
---config@允许编辑=是
---config@码表别名=系统唐诗
渭川田家	wwirtmjxdb#序52000
春寒赐浴华清池	iyhjciyuhxqkiifd#序52000
春寒赐浴华清池	iyhjciyuhxqkiiod#序52000
春寒赐浴华清池	iyhjciyuhxqkiird#序52000
温泉水滑洗凝脂	wfqruvhxxinkvido#序52000
温泉水滑洗凝脂	wfqruvhxxinkvidy#序52000
侍儿扶起娇无力	uierfuqijnwulirg#序52000
始是新承恩泽时	uiuixbigenzeuino#序52000
始是新承恩泽时	uiuixbigenzeuinr#序52000
云鬓花颜金步摇	yybbhxyjjbbuycef#序52000
云鬓花颜金步摇	yybbhxyjjbbuycet#序52000
云鬓花颜金步摇	yybbhxyjjbbuycsf#序52000
云鬓花颜金步摇	yybbhxyjjbbuycst#序52000
芙蓉帐暖度春宵	fursvhnrduiyxncb#序52000
春宵苦短日高起	iyxnkudrrigcqifz#序52000
春宵苦短日高起	iyxnkudrrigcqioz#序52000
春宵苦短日高起	iyxnkudrrigcqirz#序52000
从此君王不早朝	cscijywhbuzcicro#序52000
从此君王不早朝	cscijywhbuzcicru#序52000
从此君王不早朝	cscijywhbuzcicry#序52000
承欢侍宴无闲暇	ighruiyjwuxmxxao#序52000
承欢侍宴无闲暇	ighruiyjwuxmxxar#序52000
承欢侍宴无闲暇	ighruiyjwuxmxxvo#序52000
承欢侍宴无闲暇	ighruiyjwuxmxxvr#序52000
春从春游夜专夜	iycsiyyzyevryefd#序52000
春从春游夜专夜	iycsiyyzyevryefw#序52000
春从春游夜专夜	iycsiyyzyevryeod#序52000
春从春游夜专夜	iycsiyyzyevryeow#序52000
春从春游夜专夜	iycsiyyzyevryerd#序52000
春从春游夜专夜	iycsiyyzyevryerw#序52000
后宫佳丽三千人	hzgsjxlisjqmrfpp#序52000
三千宠爱在一身	sjqmisaizdyiufap#序52000
三千宠爱在一身	sjqmisaizdyiufhp#序52000
金屋妆成娇侍夜	jbwuvligjnuiyepd#序52000
金屋妆成娇侍夜	jbwuvligjnuiyepw#序52000
金屋妆成娇侍夜	jbwuvligjnuiyerd#序52000
金屋妆成娇侍夜	jbwuvligjnuiyerw#序52000
玉楼宴罢醉和春	yulzyjbazvheiyaf#序52000
玉楼宴罢醉和春	yulzyjbazvheiyao#序52000
玉楼宴罢醉和春	yulzyjbazvheiyar#序52000
玉楼宴罢醉和春	yulzyjbazvheiyhf#序52000
玉楼宴罢醉和春	yulzyjbazvheiyho#序52000
玉楼宴罢醉和春	yulzyjbazvheiyhr#序52000
玉楼宴罢醉和春	yulzyjbazvheiywf#序52000
玉楼宴罢醉和春	yulzyjbazvheiywo#序52000
玉楼宴罢醉和春	yulzyjbazvheiywr#序52000
姊妹弟兄皆列土	zimwdixsjplptuna#序52000
姊妹弟兄皆列土	zimwdixsjplptunh#序52000
可怜光彩生门户	kelmglcdugmfhudd#序52000
遂令天下父母心	svlktmxxfumuxbzd#序52000
不重生男重生女	buvsugnjvsugnvaa#序52000
不重生男重生女	buvsugnjvsugnvav#序52000
不重生男重生女	buvsugnjvsugnvha#序52000
不重生男重生女	buvsugnjvsugnvhv#序52000
骊宫高处入青云	ligsgciuruqkyyme#序52000
骊宫高处入青云	ligsgciuruqkyyms#序52000
仙乐风飘处处闻	xmlefgpniuiuwfre#序52000
仙乐风飘处处闻	xmlefgpniuiuwfrm#序52000
缓歌谩舞凝丝竹	hrgemjwunksivusp#序52000
缓歌谩舞凝丝竹	hrgemjwunksivusv#序52000
尽日君王看不足	jbrijywhkjbuzuik#序52000
渔阳鼙鼓动地来	yuyhpigudsdildda#序52000
渔阳鼙鼓动地来	yuyhpigudsdilddh#序52000
渔阳鼙鼓动地来	yuyhpigudsdilddw#序52000
惊破霓裳羽衣曲	jkponiihyuyiquxa#序52000
惊破霓裳羽衣曲	jkponiihyuyiquxo#序52000
惊破霓裳羽衣曲	jkponiihyuyiquxr#序52000
惊破霓裳羽衣曲	jkponiihyuyiquxu#序52000
九重城阙烟尘生	jqvsigqtyjifugpn#序52000
千乘万骑西南行	qmigwjqixinjxkpr#序52000
千乘万骑西南行	qmigwjqixinjxkpx#序52000
翠华摇摇行复止	cvhxycycxkfuviya#序52000
翠华摇摇行复止	cvhxycycxkfuviyu#序52000
西出都门百余里	xiiudzmfbdyuliaa#序52000
西出都门百余里	xiiudzmfbdyuliat#序52000
西出都门百余里	xiiudzmfbdyuliau#序52000
西出都门百余里	xiiudzmfbdyuliha#序52000
西出都门百余里	xiiudzmfbdyuliht#序52000
西出都门百余里	xiiudzmfbdyulihu#序52000
六军不发无奈何	lqjybufawundhedr#序52000
六军不发无奈何	lqjybufawundhewr#序52000
宛转蛾眉马前死	wjvreemwmaqmsibd#序52000
花钿委地无人收	hxdmwwdiwurfuzcj#序52000
花钿委地无人收	hxdmwwdiwurfuzcw#序52000
翠翘金雀玉搔头	cvqnjbqtyusctzyd#序52000
君王掩面救不得	jywhyjmmjqbudekr#序52000
君王掩面救不得	jywhyjmmjqbudekx#序52000
回看血泪相和流	hvkjxtlwxlhelqkd#序52000
黄埃散漫风萧索	hlaisjmjfgxnsoas#序52000
黄埃散漫风萧索	hlaisjmjfgxnsoau#序52000
黄埃散漫风萧索	hlaisjmjfgxnsocs#序52000
黄埃散漫风萧索	hlaisjmjfgxnsocu#序52000
黄埃散漫风萧索	hlaisjmjfgxnsohs#序52000
黄埃散漫风萧索	hlaisjmjfgxnsohu#序52000
云栈萦纡登剑阁	yyvjykyudgjmgeem#序52000
云栈萦纡登剑阁	yyvjykyudgjmgesm#序52000
峨嵋山下少人行	eemwujxxucrfxkur#序52000
峨嵋山下少人行	eemwujxxucrfxkux#序52000
旌旗无光日色薄	jkqiwuglrisebcfc#序52000
蜀江水碧蜀山青	uujluvbiuuujqksf#序52000
蜀江水碧蜀山青	uujluvbiuuujqkso#序52000
蜀江水碧蜀山青	uujluvbiuuujqksy#序52000
圣主朝朝暮暮情	ugvuvcvcmumuqktx#序52000
圣主朝朝暮暮情	ugvuvcvcmumuqkyx#序52000
行宫见月伤心色	xkgsjmytuhxbserd#序52000
行宫见月伤心色	xkgsjmytuhxbsexd#序52000
夜雨闻铃肠断声	yeyuwflkihdrugdu#序52000
夜雨闻铃肠断声	yeyuwflkihdrugwu#序52000
天旋地转回龙驭	tmxrdivrhvlsyuam#序52000
天旋地转回龙驭	tmxrdivrhvlsyuhm#序52000
到此踌躇不能去	dcciiziubungqudt#序52000
马嵬坡下泥土中	mawwpoxxnituvsaa#序52000
马嵬坡下泥土中	mawwpoxxnituvsak#序52000
马嵬坡下泥土中	mawwpoxxnituvsau#序52000
马嵬坡下泥土中	mawwpoxxnituvsva#序52000
马嵬坡下泥土中	mawwpoxxnituvsvk#序52000
马嵬坡下泥土中	mawwpoxxnituvsvu#序52000
不见玉颜空死处	bujmyuyjkssiiuaw#序52000
不见玉颜空死处	bujmyuyjkssiiuhw#序52000
君臣相顾尽沾衣	jyifxlgujbvjyikd#序52000
东望都门信马归	dswhdzmfxbmagvaa#序52000
东望都门信马归	dswhdzmfxbmagvad#序52000
东望都门信马归	dswhdzmfxbmagvau#序52000
东望都门信马归	dswhdzmfxbmagvha#序52000
东望都门信马归	dswhdzmfxbmagvhd#序52000
东望都门信马归	dswhdzmfxbmagvhu#序52000
东望都门信马归	dswhdzmfxbmagvqa#序52000
东望都门信马归	dswhdzmfxbmagvqd#序52000
东望都门信马归	dswhdzmfxbmagvqu#序52000
归来池苑皆依旧	gvldiiyrjpyijqaa#序52000
归来池苑皆依旧	gvldiiyrjpyijqau#序52000
归来池苑皆依旧	gvldiiyrjpyijqda#序52000
归来池苑皆依旧	gvldiiyrjpyijqdu#序52000
归来池苑皆依旧	gvldiiyrjpyijqua#序52000
归来池苑皆依旧	gvldiiyrjpyijquu#序52000
太液芙蓉未央柳	tdyefurswwyhlqdm#序52000
芙蓉如面柳如眉	fursrummlqrumwcm#序52000
芙蓉如面柳如眉	fursrummlqrumwco#序52000
芙蓉如面柳如眉	fursrummlqrumwcu#序52000
对此如何不泪垂	dvciruhebulwivcp#序52000
对此如何不泪垂	dvciruhebulwivyp#序52000
春风桃李花开日	iyfgtclihxkdrifo#序52000
春风桃李花开日	iyfgtclihxkdrifr#序52000
春风桃李花开日	iyfgtclihxkdrifa#序52000
春风桃李花开日	iyfgtclihxkdrifu#序52000
春风桃李花开日	iyfgtclihxkdrioo#序52000
春风桃李花开日	iyfgtclihxkdrior#序52000
春风桃李花开日	iyfgtclihxkdrioa#序52000
春风桃李花开日	iyfgtclihxkdriou#序52000
春风桃李花开日	iyfgtclihxkdriro#序52000
春风桃李花开日	iyfgtclihxkdrirr#序52000
春风桃李花开日	iyfgtclihxkdrira#序52000
春风桃李花开日	iyfgtclihxkdriru#序52000
秋雨梧桐叶落时	qqyuwutsyelouiho#序52000
秋雨梧桐叶落时	qqyuwutsyelouihr#序52000
西宫南内多秋草	xigsnjnwdoqqccac#序52000
西宫南内多秋草	xigsnjnwdoqqcchc#序52000
落叶满阶红不扫	loyemjjphsbusccf#序52000
落叶满阶红不扫	loyemjjphsbuscct#序52000
梨园弟子白发新	liyrdizibdfaxbmj#序52000
椒房阿监青娥老	jnfhaajmqkeelcmb#序52000
椒房阿监青娥老	jnfhaajmqkeelcml#序52000
夕殿萤飞思悄然	xidmykfwsiqnrjpd#序52000
夕殿萤飞思悄然	xidmykfwsiqnrjph#序52000
孤灯挑尽未成眠	gudgtnjbwwigmmzm#序52000
孤灯挑尽未成眠	gudgtnjbwwigmmzo#序52000
迟迟钟鼓初长夜	iiiivsguiuihyezd#序52000
迟迟钟鼓初长夜	iiiivsguiuihyezw#序52000
耿耿星河欲曙天	ggggxkheyuuutmea#序52000
耿耿星河欲曙天	ggggxkheyuuutmeh#序52000
鸳鸯瓦冷霜华重	yryhwalgulhxvsnp#序52000
翡翠衾寒谁与共	fwcvqbhjuvyugsyb#序52000
翡翠衾寒谁与共	fwcvqbhjuvyugsyc#序52000
悠悠生死别经年	yzyzugsibpjknmxp#序52000
悠悠生死别经年	yzyzugsibpjknmxr#序52000
魂魄不曾来入梦	hypobucgldrumggm#序52000
魂魄不曾来入梦	hypobucgldrumggx#序52000
魂魄不曾来入梦	hypobucgldrumgym#序52000
魂魄不曾来入梦	hypobucgldrumgyx#序52000
临邛道士鸿都客	lbqsdcuihsdzkeab#序52000
临邛道士鸿都客	lbqsdcuihsdzkedb#序52000
临邛道士鸿都客	lbqsdcuihsdzkeub#序52000
能以精诚致魂魄	ngyijkigvihyposb#序52000
能以精诚致魂魄	ngyijkigvihyposg#序52000
为感君王辗转思	wwgjjywhvjvrsidt#序52000
为感君王辗转思	wwgjjywhvjvrsidx#序52000
遂教方士殷勤觅	svjnfhuiybqbmizj#序52000
遂教方士殷勤觅	svjnfhuiybqbmizv#序52000
排空驭气奔如电	pdksyuqibfrudmfa#序52000
排空驭气奔如电	pdksyuqibfrudmfo#序52000
排空驭气奔如电	pdksyuqibfrudmfr#序52000
排空驭气奔如电	pdksyuqibfrudmfu#序52000
排空驭气奔如电	pdksyuqibfrudmta#序52000
排空驭气奔如电	pdksyuqibfrudmto#序52000
排空驭气奔如电	pdksyuqibfrudmtr#序52000
排空驭气奔如电	pdksyuqibfrudmtu#序52000
升天入地求之遍	ugtmrudiqqvibmpz#序52000
上穷碧落下黄泉	uhqsbilaxxhlqrab#序52000
上穷碧落下黄泉	uhqsbilaxxhlqrau#序52000
上穷碧落下黄泉	uhqsbilaxxhlqrbb#序52000
上穷碧落下黄泉	uhqsbilaxxhlqrbu#序52000
上穷碧落下黄泉	uhqsbilaxxhlqrub#序52000
上穷碧落下黄泉	uhqsbilaxxhlqruu#序52000
两处茫茫皆不见	lliumhmhjpbujmaa#序52000
两处茫茫皆不见	lliumhmhjpbujmae#序52000
两处茫茫皆不见	lliumhmhjpbujmak#序52000
两处茫茫皆不见	lliumhmhjpbujmau#序52000
两处茫茫皆不见	lliumhmhjpbujmha#序52000
两处茫茫皆不见	lliumhmhjpbujmhe#序52000
两处茫茫皆不见	lliumhmhjpbujmhk#序52000
两处茫茫皆不见	lliumhmhjpbujmhu#序52000
忽闻海上有仙山	huwfhduhyzxmujxa#序52000
忽闻海上有仙山	huwfhduhyzxmujxu#序52000
山在虚无缥渺间	ujzdxuwupnmnjmam#序52000
山在虚无缥渺间	ujzdxuwupnmnjmao#序52000
山在虚无缥渺间	ujzdxuwupnmnjmar#序52000
山在虚无缥渺间	ujzdxuwupnmnjmum#序52000
山在虚无缥渺间	ujzdxuwupnmnjmuo#序52000
山在虚无缥渺间	ujzdxuwupnmnjmur#序52000
楼阁玲珑五云起	lzgelklswuyyqimz#序52000
其中绰约多仙子	qivsioytdoxmziaa#序52000
其中绰约多仙子	qivsioytdoxmziav#序52000
其中绰约多仙子	qivsioytdoxmziba#序52000
其中绰约多仙子	qivsioytdoxmzibv#序52000
其中绰约多仙子	qivsioytdoxmziha#序52000
其中绰约多仙子	qivsioytdoxmzihv#序52000
中有一人字太真	vsyzyirfzitdvfau#序52000
中有一人字太真	vsyzyirfzitdvfku#序52000
中有一人字太真	vsyzyirfzitdvfuu#序52000
雪肤花貌参差是	xtfuhxmccfciuiyo#序52000
雪肤花貌参差是	xtfuhxmccfciuiyr#序52000
金阙西厢叩玉扃	jbqtxixlkzyujsph#序52000
金阙西厢叩玉扃	jbqtxixlkzyujsrh#序52000
转教小玉报双成	vrjnxnyubculigig#序52000
转教小玉报双成	vrjnxnyubculigiw#序52000
闻道汉家天子使	wfdchjjxtmziuier#序52000
闻道汉家天子使	wfdchjjxtmziuimr#序52000
九华帐里梦魂惊	jqhxvhlimghyjkpx#序52000
揽衣推枕起徘徊	ljyitvvfqipdhkfr#序52000
揽衣推枕起徘徊	ljyitvvfqipdhkfx#序52000
揽衣推枕起徘徊	ljyitvvfqipdhktr#序52000
揽衣推枕起徘徊	ljyitvvfqipdhktx#序52000
珠箔银屏迤逦开	vuboybpkyilikdwa#序52000
珠箔银屏迤逦开	vuboybpkyilikdwh#序52000
云鬓半偏新睡觉	yybbbjpmxbuvjned#序52000
云鬓半偏新睡觉	yybbbjpmxbuvjnej#序52000
云鬓半偏新睡觉	yybbbjpmxbuvjnsd#序52000
云鬓半偏新睡觉	yybbbjpmxbuvjnsj#序52000
花冠不整下堂来	hxgrbuvgxxthldca#序52000
花冠不整下堂来	hxgrbuvgxxthldch#序52000
花冠不整下堂来	hxgrbuvgxxthldcw#序52000
风吹仙袂飘飘举	fgivxmmwpnpnjujd#序52000
风吹仙袂飘飘举	fgivxmmwpnpnjujx#序52000
犹似霓裳羽衣舞	yzuiniihyuyiwuqp#序52000
犹似霓裳羽衣舞	yzuiniihyuyiwuqr#序52000
犹似霓裳羽衣舞	yzuiniihyuyiwuqx#序52000
玉容寂寞泪阑干	yursjimolwljgjaa#序52000
玉容寂寞泪阑干	yursjimolwljgjah#序52000
玉容寂寞泪阑干	yursjimolwljgjha#序52000
玉容寂寞泪阑干	yursjimolwljgjhh#序52000
玉容寂寞泪阑干	yursjimolwljgjwa#序52000
玉容寂寞泪阑干	yursjimolwljgjwh#序52000
梨花一枝春带雨	lihxyiviiyddyuma#序52000
梨花一枝春带雨	lihxyiviiyddyumh#序52000
含情凝睇谢君王	hjqknkdixpjywhka#序52000
含情凝睇谢君王	hjqknkdixpjywhkh#序52000
含情凝睇谢君王	hjqknkdixpjywhra#序52000
含情凝睇谢君王	hjqknkdixpjywhrh#序52000
一别音容两渺茫	yibpybrsllmnmhac#序52000
一别音容两渺茫	yibpybrsllmnmhhc#序52000
昭阳殿里恩爱绝	vcyhdmlienaijtos#序52000
昭阳殿里恩爱绝	vcyhdmlienaijtrs#序52000
蓬莱宫中日月长	pgldgsvsriytvhcp#序52000
回头下望人寰处	hvtzxxwhrfhriukw#序52000
不见长安见尘雾	bujmihanjmifwuay#序52000
不见长安见尘雾	bujmihanjmifwuhy#序52000
惟将旧物表深情	wwjljqwubnufqkxx#序52000
钿合金钗寄将去	dmhejbidjijlqujt#序52000
钗留一股合一扇	idlqyiguheyiujjh#序52000
钗留一股合一扇	idlqyiguheyiujjy#序52000
钗擘黄金合分钿	idbdhljbheffdmjj#序52000
但教心似金钿坚	djjnxbuijbdmjmrt#序52000
天上人间会相见	tmuhrfjmhvxljmaa#序52000
天上人间会相见	tmuhrfjmhvxljmae#序52000
天上人间会相见	tmuhrfjmhvxljmak#序52000
天上人间会相见	tmuhrfjmhvxljmau#序52000
天上人间会相见	tmuhrfjmhvxljmha#序52000
天上人间会相见	tmuhrfjmhvxljmhe#序52000
天上人间会相见	tmuhrfjmhvxljmhk#序52000
天上人间会相见	tmuhrfjmhvxljmhu#序52000
临别殷勤重寄词	lbbpybqbvsjiciay#序52000
临别殷勤重寄词	lbbpybqbvsjicidy#序52000
临别殷勤重寄词	lbbpybqbvsjiciuy#序52000
词中有誓两心知	civsyzuillxbviyk#序52000
词中有誓两心知	civsyzuillxbviyu#序52000
七月七日长生殿	qiytqiriihugdmau#序52000
七月七日长生殿	qiytqiriihugdmhu#序52000
夜半无人私语时	yebjwurfsiyuuido#序52000
夜半无人私语时	yebjwurfsiyuuidr#序52000
夜半无人私语时	yebjwurfsiyuuiwo#序52000
夜半无人私语时	yebjwurfsiyuuiwr#序52000
在天愿作比翼鸟	zdtmyrzobiyinntn#序52000
在天愿作比翼鸟	zdtmyrzobiyinntp#序52000
在天愿作比翼鸟	zdtmyrzobiyinnun#序52000
在天愿作比翼鸟	zdtmyrzobiyinnup#序52000
在地愿为连理枝	zddiyrwwlmlivitm#序52000
在地愿为连理枝	zddiyrwwlmlivium#序52000
天长地久有时尽	tmihdijqyzuijbai#序52000
天长地久有时尽	tmihdijqyzuijbhi#序52000
此恨绵绵无绝期	cihfmmmmwujtqivo#序52000
此恨绵绵无绝期	cihfmmmmwujtqivq#序52000
此恨绵绵无绝期	cihfmmmmwujtqivy#序52000
浔阳江头夜送客	xyyhjltzyesskedb#序52000
枫叶荻花秋瑟瑟	fgyedihxqqsesemw#序52000
主人下马客在船	vurfxxmakezdirdv#序52000
举酒欲饮无管弦	jujqyuybwugrxmdg#序52000
举酒欲饮无管弦	jujqyuybwugrxmxg#序52000
醉不成欢惨将别	zvbuighrcjjlbpyd#序52000
别时茫茫江浸月	bpuimhmhjljbytdo#序52000
别时茫茫江浸月	bpuimhmhjljbytdy#序52000
别时茫茫江浸月	bpuimhmhjljbytdp#序52000
忽闻水上琵琶声	huwfuvuhpipaugxu#序52000
主人忘归客不发	vurfwhgvkebufada#序52000
主人忘归客不发	vurfwhgvkebufadf#序52000
主人忘归客不发	vurfwhgvkebufadv#序52000
主人忘归客不发	vurfwhgvkebufady#序52000
寻声暗问弹者谁	xyuganwfdjveuvcy#序52000
寻声暗问弹者谁	xyuganwfdjveuvxy#序52000
琵琶声停欲语迟	pipaugtkyuyuiiwz#序52000
移船相近邀相见	yiirxljbycxljmha#序52000
移船相近邀相见	yiirxljbycxljmhe#序52000
移船相近邀相见	yiirxljbycxljmhk#序52000
移船相近邀相见	yiirxljbycxljmhu#序52000
添酒回灯重开宴	tmjqhvdgvskdyjdb#序52000
千呼万唤始出来	qmhuwjhruiiuldpa#序52000
千呼万唤始出来	qmhuwjhruiiuldph#序52000
千呼万唤始出来	qmhuwjhruiiuldpw#序52000
转轴拨弦三两声	vrvzboxmsjllugiu#序52000
未成曲调先有情	wwigqudnxmyzqkax#序52000
未成曲调先有情	wwigqudnxmyzqkex#序52000
未成曲调先有情	wwigqudnxmyzqkhx#序52000
弦弦掩抑声声思	xmxmyjyiugugsigt#序52000
弦弦掩抑声声思	xmxmyjyiugugsigx#序52000
似诉平生不得志	uisupkugbudeviru#序52000
似诉平生不得志	uisupkugbudevirx#序52000
低眉信手续续弹	dimwxbuzxuxudjrg#序52000
说尽心中无限事	uojbxbvswuxmuiya#序52000
说尽心中无限事	uojbxbvswuxmuiyh#序52000
轻拢慢捻抹复挑	qklsmjnmmofutnif#序52000
轻拢慢捻抹复挑	qklsmjnmmofutnit#序52000
初为霓裳后六幺	iuwwniihhzlqycya#序52000
初为霓裳后六幺	iuwwniihhzlqycyv#序52000
大弦嘈嘈如急雨	daxmccccrujiyuaa#序52000
大弦嘈嘈如急雨	daxmccccrujiyuah#序52000
大弦嘈嘈如急雨	daxmccccrujiyuha#序52000
大弦嘈嘈如急雨	daxmccccrujiyuhh#序52000
小弦切切如私语	xnxmqpqprusiyuay#序52000
小弦切切如私语	xnxmqpqprusiyuuy#序52000
嘈嘈切切错杂弹	ccccqpqpcozadjkg#序52000
大珠小珠落玉盘	davuxnvuloyupjam#序52000
大珠小珠落玉盘	davuxnvuloyupjav#序52000
大珠小珠落玉盘	davuxnvuloyupjhm#序52000
大珠小珠落玉盘	davuxnvuloyupjhv#序52000
间关莺语花底滑	jmgrykyuhxdihxmd#序52000
间关莺语花底滑	jmgrykyuhxdihxod#序52000
间关莺语花底滑	jmgrykyuhxdihxrd#序52000
幽咽泉流水下滩	yzyeqrlquvxxtjud#序52000
水泉冷涩弦凝绝	uvqrlgsexmnkjtus#序52000
水泉冷涩弦凝绝	uvqrlgsexmnkjtas#序52000
凝绝不通声渐歇	nkjtbutsugjmxpdq#序52000
别有幽愁暗恨生	bpyzyzizanhfugdn#序52000
银瓶乍破水浆迸	ybpkvapouvjlbgjz#序52000
铁骑突出刀枪鸣	tpqituiudcqlmkjk#序52000
曲终收拨当心画	quvsuzbodhxbhxaa#序52000
曲终收拨当心画	quvsuzbodhxbhxah#序52000
曲终收拨当心画	quvsuzbodhxbhxoa#序52000
曲终收拨当心画	quvsuzbodhxbhxoh#序52000
曲终收拨当心画	quvsuzbodhxbhxra#序52000
曲终收拨当心画	quvsuzbodhxbhxrh#序52000
曲终收拨当心画	quvsuzbodhxbhxua#序52000
曲终收拨当心画	quvsuzbodhxbhxuh#序52000
四弦一声如裂帛	sixmyiugrulpboab#序52000
四弦一声如裂帛	sixmyiugrulpboaj#序52000
四弦一声如裂帛	sixmyiugrulpbokb#序52000
四弦一声如裂帛	sixmyiugrulpbokj#序52000
四弦一声如裂帛	sixmyiugrulpboub#序52000
四弦一声如裂帛	sixmyiugrulpbouj#序52000
东船西舫悄无言	dsirxifhqnwuyjad#序52000
东船西舫悄无言	dsirxifhqnwuyjaw#序52000
东船西舫悄无言	dsirxifhqnwuyjhd#序52000
东船西舫悄无言	dsirxifhqnwuyjhw#序52000
东船西舫悄无言	dsirxifhqnwuyjqd#序52000
东船西舫悄无言	dsirxifhqnwuyjqw#序52000
唯见江心秋月白	wwjmjlxbqqytbdkp#序52000
沉吟放拨插弦中	ifybfhboiaxmvsda#序52000
沉吟放拨插弦中	ifybfhboiaxmvsdk#序52000
沉吟放拨插弦中	ifybfhboiaxmvsdu#序52000
整顿衣裳起敛容	vgdyyiuhqilmrsvb#序52000
自言本是京城女	ziyjbfuijkignvpa#序52000
自言本是京城女	ziyjbfuijkignvpv#序52000
家在虾蟆陵下住	jxzdhamalkxxvubr#序52000
十三学得琵琶成	uisjxtdepipaigag#序52000
十三学得琵琶成	uisjxtdepipaigaw#序52000
十三学得琵琶成	uisjxtdepipaighg#序52000
十三学得琵琶成	uisjxtdepipaighw#序52000
名属教坊第一部	mkuujnfhdiyibuxe#序52000
曲罢常教善才服	qubaihjnujcdfuao#序52000
曲罢常教善才服	qubaihjnujcdfuay#序52000
曲罢常教善才服	qubaihjnujcdfuoo#序52000
曲罢常教善才服	qubaihjnujcdfuoy#序52000
曲罢常教善才服	qubaihjnujcdfuro#序52000
曲罢常教善才服	qubaihjnujcdfury#序52000
曲罢常教善才服	qubaihjnujcdfuuo#序52000
曲罢常教善才服	qubaihjnujcdfuuy#序52000
妆成每被秋娘炉	vligmwbwqqnllujh#序52000
妆成每被秋娘炉	vligmwbwqqnllunh#序52000
妆成每被秋娘炉	vligmwbwqqnlluph#序52000
五陵年少争缠头	wulknmucvgijtzad#序52000
五陵年少争缠头	wulknmucvgijtzhd#序52000
一曲红消不知数	yiquhsxnbuviuuaw#序52000
一曲红消不知数	yiquhsxnbuviuuhw#序52000
钿头银篦击节碎	dmtzybbijijpsvju#序52000
血色罗裙翻酒污	xtseloqyfjjqwupd#序52000
今年欢笑复明年	jbnmhrxnfumknmrp#序52000
今年欢笑复明年	jbnmhrxnfumknmrr#序52000
秋月春风等闲度	qqytiyfgdgxmduhg#序52000
弟走从军阿姨死	dizzcsjyaayisibd#序52000
暮去朝来颜色故	muquicldyjsegucw#序52000
暮去朝来颜色故	muquicldyjseguow#序52000
暮去朝来颜色故	muquicldyjsegurw#序52000
门前冷落车马稀	mfqmlgloiemaxidh#序52000
老大嫁作商人妇	lcdajxzouhrffubn#序52000
老大嫁作商人妇	lcdajxzouhrffuln#序52000
商人重利轻别离	uhrfvsliqkbplidd#序52000
商人重利轻别离	uhrfvsliqkbplidw#序52000
商人重利轻别离	uhrfvsliqkbplild#序52000
商人重利轻别离	uhrfvsliqkbplilw#序52000
商人重利轻别离	uhrfvsliqkbpliwd#序52000
商人重利轻别离	uhrfvsliqkbpliww#序52000
前月浮梁买茶去	qmytfullmdiaqubt#序52000
前月浮梁买茶去	qmytfullmdiaquqt#序52000
去来江口守空船	quldjlkzuzksirtv#序52000
绕舱明月江水寒	rcchmkytjluvhjsb#序52000
夜深忽梦少年事	yeufhumgucnmuida#序52000
夜深忽梦少年事	yeufhumgucnmuidh#序52000
夜深忽梦少年事	yeufhumgucnmuiwa#序52000
夜深忽梦少年事	yeufhumgucnmuiwh#序52000
梦啼妆泪红阑干	mgtivllwhsljgjma#序52000
梦啼妆泪红阑干	mgtivllwhsljgjmh#序52000
梦啼妆泪红阑干	mgtivllwhsljgjxa#序52000
梦啼妆泪红阑干	mgtivllwhsljgjxh#序52000
