---config@码表分类=主码-5
---config@允许编辑=是
---config@码表别名=系统词组
就是	jquiwo#序60000
格兰仕	geljuimr#序60000
希拉里	xilalixl#序60000
三四点	sjsidmal#序60000
还回来	hdhvldza#序60000
五子棋	wuziqiam#序60000
存在着	cyzdveuy#序60000
种方法	vsfhfahd#序60000
别哭了	bpkulekv#序60000
池塘里	iithlidl#序60000
结婚后	jphyhzsp#序60000
金融街	jbrsjpri#序60000
就找到	jqvcdcwa#序60000
看过了	kjgoleuv#序60000
那么少	nameucvx#序60000
它虽然	tasvrjbp#序60000
我高兴	wogcxkpx#序60000
新媒体	xbmwtilr#序60000
调查中	dniavsyl#序60000
换了个	hrlegefr#序60000
较便宜	jnpmyiib#序60000
零二零	lkerlkyy#序60000
姚贝娜	ycbwnann#序60000
朱元冰	vuyrbkpd#序60000
朱元冰	vuyrbknd#序60000
廓如亭	korutkgw#序60000
拉烟层	layjcgfu#序60000
消费级	xnfwjids#序60000
琼华岛	qshxdcwp#序60000
碘镓灯	dmjxdguh#序60000
静止锋	jkvifgfj#序60000
鲍邱河	bcqqhead#序60000
国家级	gojxjiks#序60000
在一年	zdyinmup#序60000
亲自去	qbziqult#序60000
我不知	wobuvipu#序60000
雅马哈	yamahayk#序60000
转眼间	vryjjmim#序60000
二号线	erhcxmas#序60000
可惜了	kexiledv#序60000
芜湖市	wuhuuicw#序60000
胆小鬼	djxngvop#序60000
圆舞曲	yrwuqukl#序60000
工资高	gszigcaw#序60000
至广州	viglvzad#序60000
经济体	jkjitisr#序60000
澎湖湾	pghuwjdd#序60000
参与者	cjyuvesl#序60000
其他类	qitalwqm#序60000
在大陆	zddaluue#序60000
接着又	jpveyzfv#序60000
飞行器	fwxkqivk#序60000
还想着	hdxlvezy#序60000
很适合	hfuiheir#序60000
脑海中	nchdvsol#序60000
不大好	budahcan#序60000
发彩信	facdxbvr#序60000
还是长	hduivhzp#序60000
热死了	resilefv#序60000
舒服了	uufulerv#序60000
田先生	tmxmugkp#序60000
我难过	wonjgopz#序60000
一个圆	yigeyrak#序60000
用一些	ysyixpkv#序60000
有中国	yzvsgouk#序60000
再重复	zdisfuap#序60000
在等待	zddgddui#序60000
在地球	zddiqquw#序60000
事业上	uiyeuhal#序60000
练出来	lmiuldsa#序60000
也要去	yeycquvt#序60000
不是罪	buuizvas#序60000
扫一下	scyixxfa#序60000
开的是	kddeuiao#序60000
上一页	uhyiyela#序60000
又如何	yzruhevr#序60000
只能做	vingzokr#序60000
几百年	jibdnmpp#序60000
京东方	jkdsfhwd#序60000
遂宁市	svnkuizw#序60000
第几个	dijigevr#序60000
找一份	vcyifffr#序60000
林依轮	lbyilymi#序60000
一二五	yierwuaa#序60000
大一些	dayixpuv#序60000
苹果树	pkgouucm#序60000
跳下去	tnxxquzt#序60000
皇太后	hltdhzbp#序60000
补偿性	buihxkpx#序60000
食用油	uiysyzrd#序60000
八百元	babdyrpe#序60000
本赛季	bfsdjiah#序60000
彩虹岛	cdhsdcpp#序60000
打车去	daiequft#序60000
就来到	jqlddcwa#序60000
可以请	keyiqkdy#序60000
你有吗	niyzmark#序60000
杀死了	uasilexv#序60000
我慢慢	womjmjpx#序60000
一百天	yibdtmaa#序60000
与激情	yujiqkax#序60000
原谅他	yrlltair#序60000
一样有	yiyhyzau#序60000
中国游	vsgoyzld#序60000
是我家	uiwojxob#序60000
我在吃	wozdiipk#序60000
出了事	iulnuiva#序60000
大家要	dajxycux#序60000
头一天	tzyitmda#序60000
有身份	yzufffur#序60000
他的心	tadexbrd#序60000
介绍说	jpucuory#序60000
不平衡	bupkhgai#序60000
哈萨克	hasakeku#序60000
还必须	hdbixuzp#序60000
在经历	zdjkliui#序60000
有太多	yztddoux#序60000
化工厂	hxgsihra#序60000
高速路	gcsuluwz#序60000
看样子	kjyhziuv#序60000
商贸城	uhmcigwt#序60000
赤峰市	iifguitw#序60000
宜宾市	yibbuibw#序60000
一颗心	yikexbad#序60000
没见到	mwjmdcda#序60000
白桦树	bdhxuupm#序60000
那一点	nayidmvl#序60000
不便宜	bubmyiab#序60000
它包含	tabchjbr#序60000
太对了	tddvledv#序60000
四年了	sinmlekv#序60000
复仇者	fuizvepl#序60000
太严重	tdyjvsdp#序60000
校门口	xnmfkzml#序60000
好好儿	hchcernp#序60000
寒号鸟	hjhcnnbp#序60000
寒号鸟	hjhcnnbw#序60000
棚户区	pghuqumk#序60000
中山路	vsujlulz#序60000
还要好	hdychczn#序60000
很在乎	hfzdhuip#序60000
那么忙	namemhvx#序60000
十首歌	uiuzgeaa#序60000
我脑子	wonczipv#序60000
有点甜	yzdmtmuq#序60000
由于我	yzyuwolp#序60000
有意向	yzyixlup#序60000
最珍贵	zvvfgvov#序60000
没一个	mwyigedr#序60000
一二二	yiereraa#序60000
你个头	nigetzrd#序60000
我嗓子	woshzipv#序60000
来处理	ldiuliaw#序60000
你当初	nidhiurp#序60000
你也能	niyengrs#序60000
得那么	denameip#序60000
他决定	tajtdkrb#序60000
她们在	tamfzdnu#序60000
第三点	disjdmvl#序60000
没学过	mwxtgodz#序60000
别的话	bpdehxky#序60000
显示出	xmuiiuov#序60000
营业额	ykyeeecb#序60000
新生儿	xbugerlp#序60000
一年前	yinmqmab#序60000
沉浸在	ifjbzddu#序60000
成为一	igwwyiwa#序60000
安阳市	anyhuibw#序60000
公元前	gsyrqmbb#序60000
中高端	vsgcdrll#序60000
五年后	wunmhzap#序60000
只可以	vikeyikv#序60000
他出去	taiuqurt#序60000
微积分	wwjiffib#序60000
搬出去	bjiuquft#序60000
电灯泡	dmdgpcld#序60000
没考上	mwkcuhdl#序60000
感叹号	gjtjhcwk#序60000
感叹号	gjtjhcxk#序60000
一八七	yibaqiaa#序60000
销售部	xnuzbujl#序60000
四川人	siirrfkp#序60000
地板上	dibjuhtl#序60000
儿子我	erziwopp#序60000
敬亭山	jktkujcl#序60000
每当我	mwdhwopp#序60000
屋顶上	wudkuhul#序60000
学生卡	xtugkaxu#序60000
新闻吗	xbwfmalk#序60000
走了吗	zzlematk#序60000
看见过	kjjmgouz#序60000
没有花	mwyzhxdc#序60000
五十秒	wuuimnah#序60000
中单翼	vsdjyilx#序60000
云台区	yytdquek#序60000
仿古壶	fhguhuru#序60000
便无权	bmwuqrrm#序60000
兄弟厂	xsdiihka#序60000
军务局	jywujubu#序60000
十数秒	uiuumnah#序60000
同长度	tsihdukg#序60000
大丰县	dafgxmuq#序60000
姓欧阳	xkouyhne#序60000
家夫人	jxfurfbp#序60000
富农家	funsjxbb#序60000
常宁县	ihnkxmxq#序60000
开原县	kdyrxmaq#序60000
弄潮人	nsicrfwp#序60000
归德堡	gvdebclr#序60000
总闸门	zsvamfbd#序60000
把酒精	bajqjkfm#序60000
拆除费	idiufwff#序60000
指挥法	vihvfafd#序60000
未加密	wwjxmiab#序60000
正法眼	vgfayjao#序60000
水手队	uvuzdvle#序60000
海洋权	hdyhqrdm#序60000
石瓢壶	uipnhuau#序60000
编织业	bmviyesl#序60000
肽聚糖	tdjuthom#序60000
胃动素	wwdssutf#序60000
豆蔻基	dzkzjiaq#序60000
这些儿	vexperzp#序60000
阜康县	fukhxmpq#序60000
霉酚酸	mwffsryy#序60000
全社会	qruehvrr#序60000
最低价	zvdijxor#序60000
建立在	jmlizdzu#序60000
以自己	yizijivv#序60000
却不能	qtbungts#序60000
上显示	uhxmuile#序60000
制作人	vizorfpp#序60000
安徒生	antuugbp#序60000
林黛玉	lbddyumw#序60000
汉武帝	hjwudidw#序60000
有具体	yzjutiur#序60000
西门庆	ximfqkag#序60000
讲英语	jlykyuyy#序60000
去我家	quwojxtb#序60000
代售点	dduzdmrl#序60000
行政区	xkvgquik#序60000
不提供	butigsar#序60000
对那些	dvnaxpyv#序60000
充满着	ismjvewy#序60000
吃零食	iilkuikr#序60000
都出去	dziuqult#序60000
自治县	zivixmpq#序60000
地面上	dimmuhtl#序60000
这么样	vemeyhzm#序60000
读书啊	duuuaayk#序60000
见一个	jmyigekr#序60000
开了个	kdlegear#序60000
来证明	ldvgmkao#序60000
没事做	mwuizodr#序60000
那么美	namemwvy#序60000
我舅舅	wojqjqpj#序60000
下一期	xxyiqiaq#序60000
有多久	yzdojqup#序60000
应该让	ykgdrhgy#序60000
网友们	whyzmfkr#序60000
那些话	naxphxvy#序60000
回个信	hvgexbkr#序60000
都是她	dzuitaln#序60000
可是又	keuiyzdv#序60000
汇美舍	hvmwuedr#序60000
有很大	yzhfdauu#序60000
候选人	hzxrrfrp#序60000
年收入	nmuzrupp#序60000
在武汉	zdwuhjud#序60000
霍元甲	hoyrjxyl#序60000
好一个	hcyigenr#序60000
有媒体	yzmwtiur#序60000
七台河	qitdhead#序60000
向日葵	xlrikvpc#序60000
在路边	zdlubmuz#序60000
真人版	vfrfbjup#序60000
每平米	mwpkmipd#序60000
好记星	hcjixkno#序60000
吃午饭	iiwufjku#序60000
过得好	godehczn#序60000
四年前	sinmqmkb#序60000
一朵花	yidohxac#序60000
打死了	dasilefv#序60000
不参加	bucjjxal#序60000
日全食	riqruikr#序60000
写下来	xpxxldba#序60000
下星期	xxxkqiaq#序60000
吹喇叭	ivlabakk#序60000
一大片	yidapmap#序60000
百公里	bdgslial#序60000
倒闭了	dcbilerv#序60000
单肩包	djjmbcbb#序60000
粉丝们	ffsimfmr#序60000
高不高	gcbugcww#序60000
就很少	jqhfucwx#序60000
津南区	jbnjqudk#序60000
前挡风	qmdhfgbj#序60000
瘦下来	uzxxldba#序60000
特别重	tebpvsnp#序60000
在酒店	zdjqdmug#序60000
二十米	eruimiad#序60000
实在话	uizdhxby#序60000
党中央	dhvsyhxl#序60000
劳动者	lcdsvecl#序60000
构成了	gziglemv#序60000
第一款	diyikrvu#序60000
显然是	xmrjuioo#序60000
拖拉机	tolajifm#序60000
第一轮	diyilyvi#序60000
一日游	yiriyzad#序60000
同事们	tsuimfkr#序60000
交给了	jngwlewv#序60000
只是把	viuibakf#序60000
到处是	dciuuiao#序60000
安东尼	andsnibu#序60000
化妆师	hxvluirl#序60000
泸州市	luvzuidw#序60000
更便捷	ggbmjpaf#序60000
没说过	mwuogodz#序60000
才不是	cdbuuiao#序60000
不做了	buzoleav#序60000
仪仗队	yivhdvre#序60000
立起来	liqildwa#序60000
比上月	biuhytbk#序60000
后来到	hzlddcpa#序60000
解放路	jpfhludz#序60000
缴费期	jnfwqisq#序60000
加油吧	jxyzbalk#序60000
佩服你	pwfunirr#序60000
尚雯婕	uhwfjpxn#序60000
我不认	woburfpy#序60000
想起你	xlqinimr#序60000
严重吗	yjvsmayk#序60000
一只眼	yiviyjao#序60000
在大街	zddajpui#序60000
做决定	zojtdkrb#序60000
这么忙	vememhzx#序60000
这是她	veuitazn#序60000
这种美	vevsmwzy#序60000
还不想	hdbuxlzm#序60000
不开了	bukdleav#序60000
到达了	dcdaleav#序60000
五六百	wulqbdaa#序60000
中出现	vsiuxmlw#序60000
为人民	wwrfmbdv#序60000
微生物	wwugwuin#序60000
在两个	zdllgeur#序60000
在第二	zddierua#序60000
世界是	uijpuiao#序60000
第三步	disjbuvv#序60000
吸引人	xiybrfkp#序60000
叙利亚	xuliyara#序60000
几千年	jiqmnmpp#序60000
大同市	datsuiuw#序60000
旧金山	jqjbujll#序60000
如果按	rugoannf#序60000
有人问	yzrfwfum#序60000
我一眼	woyiyjpo#序60000
爱学习	aixtxipv#序60000
带走了	ddzzlefv#序60000
接下去	jpxxquft#序60000
事情吗	uiqkmaak#序60000
被骗了	bwpmlepv#序60000
丁香花	dkxlhxac#序60000
每一款	mwyikrpu#序60000
真好看	vfhckjuu#序60000
他奶奶	tandndrn#序60000
删除掉	ujiudncf#序60000
雨蒙蒙	yumgmgac#序60000
再来看	zdldkjau#序60000
柬埔寨	jmpuvdab#序60000
昌平区	ihpkquok#序60000
长治市	vhviuipw#序60000
几千万	jiqmwjpa#序60000
表决器	bnjtqifk#序60000
音乐人	ybytrflp#序60000
不耽误	budjwuay#序60000
等到了	dgdclevv#序60000
虽然也	svrjyekv#序60000
呜呜呜	wuwuwukk#序60000
一样大	yiyhdaau#序60000
又有点	yzyzdmvl#序60000
怎么行	zfmexkvi#序60000
那才是	nacduivo#序60000
挺正常	tkvgihfx#序60000
拿到手	nadcuzrp#序60000
都愿意	dzyryill#序60000
好演员	hcyjyrnk#序60000
即使在	jiuizdgu#序60000
外面儿	wdmmerxp#序60000
这一说	veyiuozy#序60000
我想播	woxlbopf#序60000
八六会	balqhvpr#序60000
是的啊	uideaaok#序60000
皮肤病	pifubkvb#序60000
把事情	bauiqkfx#序60000
不顺眼	buuyyjao#序60000
江门市	jlmfuidw#序60000
我很爱	wohfaipp#序60000
是哪家	uinajxob#序60000
出不去	iubuquvt#序60000
这里头	velitzzd#序60000
真讨厌	vftcyjui#序60000
见你了	jmnilekv#序60000
猜谜语	cdmiyuqy#序60000
吃宵夜	iixnyekw#序60000
做饭吃	zofjiirk#序60000
五六点	wulqdmal#序60000
关系到	grxidcba#序60000
差异化	iayihxyr#序60000
兰花草	ljhxccbc#序60000
饮水机	ybuvjium#序60000
从外面	cswdmmra#序60000
东风破	dsfgpoau#序60000
第一首	diyiuzvb#序60000
你信吗	nixbmark#序60000
吃了个	iilegekr#序60000
一兆是	yivcuiao#序60000
杜真子	duvfzimv#序60000
代换法	ddhrfard#序60000
作业站	zoyevjrl#序60000
光缆化	glljhxxr#序60000
全连接	qrlmjprf#序60000
出名牌	iumkpdvp#序60000
华侨报	hxqnbcrf#序60000
双城县	uligxmyq#序60000
发言区	fayjquvk#序60000
右连接	yzlmjpuf#序60000
外波泾	wdbojkxd#序60000
多实例	douilixr#序60000
巴林站	balbvjsl#序60000
巴林站	balbvjvl#序60000
底凹弹	diaodjgg#序60000
底排弹	dipddjgg#序60000
情侣机	qklvjixm#序60000
扣押物	kzyawufn#序60000
最难堪	zvnjkjot#序60000
有理化	yzlihxur#序60000
次方根	cifhgfdm#序60000
泰兴县	tdxkxmfq#序60000
老电视	lcdmuilp#序60000
胶南县	jnnjxmoq#序60000
茶叶筒	iayetscv#序60000
萌渚岭	mgvulkce#序60000
虾蟆陵	hamalkie#序60000
赔偿人	pwihrfkp#序60000
跑腿费	pctvfwzf#序60000
辅因子	fuybziiv#序60000
通波泾	tsbojkzd#序60000
雨无声	yuwuugau#序60000
雷德曼	lwdemjyo#序60000
高统靴	gctsxtwg#序60000
高跷队	gcqndvwe#序60000
选的是	xrdeuizo#序60000
第四次	disicivd#序60000
违反了	wwfjlezv#序60000
不会把	buhvbaaf#序60000
美国是	mwgouiyo#序60000
大儿子	daerziuv#序60000
就继续	jqjixuws#序60000
小丫头	xnyatzld#序60000
他走了	tazzlerv#序60000
本命年	bfmknmap#序60000
敬老院	jklcyrce#序60000
老狐狸	lchulilq#序60000
消费也	xnfwyedv#序60000
蔡少芬	cducffcc#序60000
我要当	woycdhpx#序60000
我太太	wotdtdpd#序60000
烧烤店	uckcdmhg#序60000
尿不湿	nnbuuiud#序60000
其实像	qiuixlqr#序60000
挺重要	tkvsycfx#序60000
同学会	tsxthvkr#序60000
环保部	hrbcbuwl#序60000
不像是	buxluiao#序60000
个儿子	geerzirv#序60000
盒子里	hezilirl#序60000
看过来	kjgoldua#序60000
那一类	nayilwvm#序60000
人生路	rfuglupz#序60000
熟悉了	uuxilewv#序60000
他从小	tacsxnrl#序60000
天天说	tmtmuoay#序60000
我们村	womfcypm#序60000
我梦见	womgjmpk#序60000
往下看	whxxkjiu#序60000
有房子	yzfhziuv#序60000
也认为	yerfwwvd#序60000
最后说	zvhzuooy#序60000
这不能	vebungzs#序60000
安慰你	anwwnibr#序60000
我想是	woxluipo#序60000
小狗儿	xngzerlp#序60000
种轻症	vsqkvghb#序60000
小时内	xnuinwll#序60000
仅限于	jbxmyura#序60000
在英国	zdykgouk#序60000
我看来	wokjldpa#序60000
吉祥物	jixlwuun#序60000
大丈夫	davhfuua#序60000
这中间	vevsjmzm#序60000
确实在	qtuizduu#序60000
回娘家	hvnljxkb#序60000
泡温泉	pcwfqrdb#序60000
皮卡丘	pikaqqvp#序60000
加进去	jxjbqult#序60000
宅急送	vdjissbz#序60000
大屏幕	dapkmuuc#序60000
信息费	xbxifwrf#序60000
不会放	buhvfhaf#序60000
挡住了	dhvulefv#序60000
改成了	gdiglejv#序60000
可以长	keyivhdp#序60000
让人们	rhrfmfyr#序60000
她问我	tawfwonp#序60000
我上了	wouhlepv#序60000
一起吧	yiqibaak#序60000
怎么跑	zfmepcvz#序60000
在一家	zdyijxub#序60000
在雨中	zdyuvsul#序60000
很难听	hfnjtkik#序60000
回公司	hvgssikv#序60000
条件好	tnjmhcwn#序60000
小吃街	xniijpli#序60000
活跃度	hoytdudg#序60000
产业化	ijyehxlr#序60000
中小学	vsxnxtlx#序60000
开展了	kdvjleav#序60000
活动之	hodsvidd#序60000
理解为	lijpwwwd#序60000
这里就	velijqzw#序60000
干细胞	gjxibcao#序60000
淮安市	hkanuidw#序60000
今年已	jbnmyirv#序60000
没兴趣	mwxkqudt#序60000
三千元	sjqmyrae#序60000
九三年	jqsjnmpp#序60000
儿媳妇	erxifupn#序60000
你还敢	nihdgjrv#序60000
是好事	uihcuioa#序60000
葫芦丝	hulusicv#序60000
太恶心	tdeexbdd#序60000
便宜啊	pmyiaark#序60000
睡午觉	uvwujnox#序60000
漳州市	vhvzuidw#序60000
不让人	burhrfap#序60000
被偷了	bwtzlepv#序60000
非常少	fwihuclx#序60000
好几遍	hcjibmnz#序60000
没干嘛	mwgjmadk#序60000
我多么	wodomepp#序60000
要参加	yccjjxxl#序60000
也好啊	yehcaavk#序60000
在高中	zdgcvsul#序60000
这种长	vevsvhzp#序60000
牵扯到	qmiedcda#序60000
那么呢	namenevk#序60000
要按照	ycanvcxo#序60000
也不小	yebuxnvl#序60000
三一三	sjyisjaa#序60000
中文台	vswftdls#序60000
黄岩岛	hlyjdccp#序60000
技术是	jiuuuifo#序60000
通常是	tsihuizo#序60000
研究了	yjjqleuv#序60000
被人们	bwrfmfpr#序60000
房管局	fhgrjuhu#序60000
新乡市	xbxluilw#序60000
那一夜	nayiyevw#序60000
两条腿	lltntvao#序60000
甲状腺	jxvlxmlo#序60000
优先股	yzxmguro#序60000
电影版	dmykbjlp#序60000
保险单	bcxmdjrb#序60000
这一边	veyibmzz#序60000
上你了	uhnilelv#序60000
有购买	yzgzmduv#序60000
舒服啊	uufuaark#序60000
小声点	xnugdmll#序60000
日月潭	riyttjkd#序60000
一阵儿	yivferap#序60000
土地上	tudiuhul#序60000
第二人	dierrfvp#序60000
袁咏仪	yrysyitr#序60000
打一字	dayizifb#序60000
很难得	hfnjdeii#序60000
修电脑	xqdmncro#序60000
学音乐	xtybytxp#序60000
一般吧	yibjbaak#序60000
优酷网	yzkuwhrk#序60000
这就对	vejqdvzy#序60000
没饭吃	mwfjiidk#序60000
怎么要	zfmeycvx#序60000
挺严重	tkyjvsfp#序60000
速度去	suduquzt#序60000
九一年	jqyinmpp#序60000
权志龙	qrvilsmu#序60000
赚的钱	vrdeqmkj#序60000
有意见	yzyijmuk#序60000
直辖市	vixxuiuw#序60000
数字化	uuzihxmr#序60000
学生在	xtugzdxu#序60000
不同于	butsyuaa#序60000
启动了	qidslehv#序60000
在购买	zdgzmduv#序60000
部分人	buffrflp#序60000
连衣裙	lmyiqyzp#序60000
博物院	bowuyrue#序60000
不兼容	bujmrsab#序60000
为爱情	wwaiqkdx#序60000
拿起来	naqildra#序60000
小蚂蚁	xnmayili#序60000
就尽量	jqjbllwd#序60000
就尽量	jqjbllwo#序60000
武大郎	wudalhad#序60000
只用了	viyslekv#序60000
挺佩服	tkpwfufo#序60000
在纽约	zdnqytus#序60000
河西区	hexiqudk#序60000
指南针	vinjvffj#序60000
够不着	gzbuveby#序60000
列出来	lpiuldda#序60000
弹出来	tjiuldga#序60000
音乐台	ybyttdls#序60000
北京是	bwjkuilo#序60000
成就了	igjqlewv#序60000
二十亿	eruiyiar#序60000
烦不烦	fjbufjhh#序60000
很难看	hfnjkjiu#序60000
和同事	hetsuiha#序60000
竟然有	jkrjyzlu#序60000
肯定了	kfdklevv#序60000
没工作	mwgszodr#序60000
木子李	muzilium#序60000
木子李	muziliam#序60000
五十几	wuuijiap#序60000
我找找	wovcvcpf#序60000
学习上	xtxiuhxl#序60000
原本是	yrbfuiio#序60000
以这样	yiveyhvm#序60000
在节目	zdjpmuuk#序60000
下一年	xxyinmap#序60000
一下雨	yixxyuaa#序60000
戴耳机	dderjium#序60000
等因素	dgybsuvf#序60000
很明确	hfmkqtiu#序60000
无字碑	wuzibwau#序60000
罗先生	loxmugsp#序60000
零九幺	lkjqycyv#序60000
七八百	qibabdaa#序60000
汪东城	whdsigdt#序60000
卫工街	wwgsjpei#序60000
卫工街	wwgsjpvi#序60000
东北口	dsbwkzal#序60000
东台县	dstdxmaq#序60000
候选区	hzxrqurk#序60000
候选版	hzxrbjrp#序60000
列车站	lpievjdl#序60000
北京厂	bwjkihla#序60000
哇嘎画	wagahxka#序60000
埃里温	ailiwftd#序60000
孔雀牌	ksqtpdzp#序60000
寄封信	jifgxbbr#序60000
常忘记	ihwhjixy#序60000
广东语	gldsyudy#序60000
广东语	gldsyuwy#序60000
弘燕桥	hsyjqngm#序60000
思茅县	simcxmtq#序60000
总干线	zsgjxmbs#序60000
挂钩制	gxgzvifp#序60000
振动计	vfdsjify#序60000
放心种	fhxbvsfh#序60000
数值法	uuvifamd#序60000
毛难族	mcnjzupf#序60000
氨基氮	anjidjqq#序60000
滚动性	gydsxkdx#序60000
灭火队	mphodvae#序60000
磁力场	ciliihut#序60000
签名卡	qmmkkavu#序60000
老博士	lcbouilu#序60000
老头衫	lctzujlp#序60000
育空河	yukshewd#序60000
血证论	xtvglypy#序60000
误工期	wugsqiyq#序60000
铁苋菜	tpxmcdjc#序60000
全方位	qrfhwwrr#序60000
服务商	fuwuuhow#序60000
保持在	bciizdru#序60000
农作物	nszowudn#序60000
有困难	yzkynjuy#序60000
有发生	yzfaugup#序60000
近两年	jbllnmzp#序60000
犯错误	fjcowuqy#序60000
销售员	xnuzyrjk#序60000
有想法	yzxlfaud#序60000
有文化	yzwfhxur#序60000
圣诞树	ugdjuuym#序60000
商场里	uhihliwl#序60000
我多想	wodoxlpm#序60000
百姓网	bdxkwhak#序60000
不买了	bumdleav#序60000
减肥了	jmfwledv#序60000
在网络	zdwhlous#序60000
比其他	biqitabr#序60000
到处都	dciudzal#序60000
进行过	jbxkgozz#序60000
宽限期	krxmqibq#序60000
上飞机	uhfwjilm#序60000
买下来	mdxxldva#序60000
不能动	bungdsae#序60000
大哥哥	dagegeua#序60000
大哥哥	dagegeud#序60000
第四集	disijivr#序60000
高兴啊	gcxkaawk#序60000
快乐吗	kklemaxk#序60000
忙啥呢	mhuanexk#序60000
你们了	nimflerv#序60000
你哪个	ninwgerr#序60000
谁是谁	uwuiuwyy#序60000
武藤兰	wutgljab#序60000
一下后	yixxhzap#序60000
这儿了	veerlezv#序60000
我就来	wojqldpa#序60000
还是来	hduildza#序60000
答对了	dadvlevv#序60000
一八零	yibalkay#序60000
你非常	nifwihrx#序60000
你想到	nixldcra#序60000
可不要	kebuycdx#序60000
遇见了	yujmlezv#序60000
国家和	gojxhekh#序60000
珠三角	vusjjnwd#序60000
