---config@码表分类=主码-5
---config@允许编辑=是
---config@码表别名=系统词组
就是	jquiyr#序60000
电子版	dmzibjlp#序60000
体现出	tixmiurc#序60000
体现出	tixmiuru#序60000
有规定	ybgvdkob#序60000
有规定	ybgvdkub#序60000
有规定	ybgvdkyb#序60000
就成为	jqigwzyd#序60000
安全套	anqrtcbd#序60000
专注于	vrvuyuaa#序60000
骨子里	guzilill#序60000
比什么	biufmebp#序60000
飞起来	fzqildya#序60000
好天气	hctmqinp#序60000
好天气	hctmqinr#序60000
每天不	mztmbupa#序60000
每天不	mztmbura#序60000
小眼睛	xnyjjklm#序60000
济州岛	jivbdcdp#序60000
有人就	ybrfjqoy#序60000
有人就	ybrfjquy#序60000
有人就	ybrfjqyy#序60000
再回首	zdhvubab#序60000
山里红	ujlihsls#序60000
调出来	dniuldya#序60000
关不上	grbuuhbl#序60000
删掉了	ujdnleca#序60000
删掉了	ujdnlecv#序60000
郁闷了	yumfleea#序60000
郁闷了	yumfleev#序60000
这个梦	vegemgzl#序60000
最划算	zvhwsrrv#序60000
睡得好	uvdehcmn#序60000
能够做	nggbzosr#序60000
类产品	lzijplmk#序60000
关于我	gryuwobp#序60000
始终是	uivsuinr#序60000
在每个	zdmzgetp#序60000
在每个	zdmzgetr#序60000
在每个	zdmzgeup#序60000
在每个	zdmzgeur#序60000
作为我	zowzworp#序60000
很紧张	hfjlvhig#序60000
注册过	vucegodz#序60000
两百元	lxbdyraa#序60000
两百元	lxbdyrae#序60000
两百元	lxbdyrah#序60000
问问吧	wfwfbakk#序60000
问问吧	wfwfbamk#序60000
挺辛苦	tkxlkufc#序60000
挺辛苦	tkxlkutc#序60000
四千万	siqmwjaa#序60000
四千万	siqmwjka#序60000
四千万	siqmwjua#序60000
中年人	vsnmrflp#序60000
够意思	gbyisijt#序60000
够意思	gbyisijx#序60000
有帮助	ybbhvuoq#序60000
有帮助	ybbhvuuq#序60000
有帮助	ybbhvuyq#序60000
不管了	bugrleaa#序60000
不管了	bugrleav#序60000
不要被	buycbzay#序60000
就想起	jqxxqiyz#序60000
两首歌	lxubgeag#序60000
马老师	malcuial#序60000
马老师	malcuivl#序60000
那是谁	nauiuzey#序60000
也不同	yebutsgk#序60000
这么近	vemejlzz#序60000
亿美金	yimzjlrp#序60000
亿美金	yimzjlrr#序60000
卖的是	mddeuiur#序60000
多年来	donmldxa#序60000
台湾省	tdwjugsm#序60000
台湾省	tdwjugso#序60000
比基尼	bijinibu#序60000
小问题	xnwftilu#序60000
小鱼儿	xnyuerlp#序60000
我居然	wojurjpd#序60000
我居然	wojurjph#序60000
不喝酒	buhejqad#序60000
睡不好	uvbuhcmn#序60000
改过来	gdgoldja#序60000
改过来	gdgoldwa#序60000
先不说	xmbuuoey#序60000
先不说	xmbuuony#序60000
不学习	buxtxiag#序60000
天上掉	tmuhdnaf#序60000
天上掉	tmuhdnat#序60000
报名了	bcmklefa#序60000
报名了	bcmklefv#序60000
报名了	bcmkleta#序60000
报名了	bcmkletv#序60000
最厉害	zvlihdrb#序60000
鸭绿江	yalujxjd#序60000
鸭绿江	yalujxnd#序60000
十七个	uiqigeap#序60000
十七个	uiqigear#序60000
葡萄干	putcgjca#序60000
电话局	dmhwjulu#序60000
唱支歌	ihvigekg#序60000
海面上	hdmmuhdl#序60000
看了吗	kjlemaok#序60000
看了吗	kjlemauk#序60000
开心点	kdxldmav#序60000
让我忧	rhwoybyx#序60000
我请客	woqkkepb#序60000
新功能	xlgsngqs#序60000
游戏呢	ybxinedk#序60000
优惠税	ybhvuvrh#序60000
初生期	iuugqiyq#序60000
十数篇	uiuupmav#序60000
官厅湖	grtkhubd#序60000
客运员	keyyyrbk#序60000
封闭液	fgbiyegd#序60000
崇左县	iszoxmuq#序60000
总资助	zszivubq#序60000
换脑子	hrnczifa#序60000
换脑子	hrnczifv#序60000
换脑子	hrnczita#序60000
换脑子	hrnczitv#序60000
掩护物	yjhuwufn#序60000
掩护物	yjhuwutn#序60000
新作法	xlzofaqd#序60000
根提示	gftiuima#序60000
根提示	gftiuime#序60000
根提示	gftiuimh#序60000
江西队	jxxidvde#序60000
洽谈者	qwtjvedl#序60000
科隆队	kelsdvhe#序60000
筒箭毒	tsjmduvf#序60000
膜片钳	mopmqmyj#序60000
菜盘子	cdpjzica#序60000
菜盘子	cdpjzicv#序60000
钙调素	gdtnsujf#序60000
钙调素	gdtnsujs#序60000
非要求	fzycqqla#序60000
鲎试验	hbuiyjdm#序60000
鲎试验	hbuiyjym#序60000
省政府	ugvgfumg#序60000
省政府	ugvgfuog#序60000
在目前	zdmuqmtb#序60000
在目前	zdmuqmub#序60000
是唯一	uiwzyira#序60000
连接到	lmjpdczv#序60000
多数人	douurfxp#序60000
在考虑	zdkclvth#序60000
在考虑	zdkclvtx#序60000
在考虑	zdkclvuh#序60000
在考虑	zdkclvux#序60000
新一轮	xlyilyqi#序60000
三部曲	sjbuqual#序60000
风雨中	fgyuvsjl#序60000
保障金	bcvhjlrp#序60000
保障金	bcvhjlrr#序60000
跑出去	pciuquzt#序60000
白桦林	bdhwllpm#序60000
就以为	jqyiwzyd#序60000
你来自	nildzirp#序60000
蝙蝠侠	bmfuxwir#序60000
你去吧	niqubark#序60000
电影城	dmykiglt#序60000
他叫我	tajnworp#序60000
这六个	velqgezp#序60000
这六个	velqgezr#序60000
想我吗	xxwomaxk#序60000
拜拜了	bdbdlepa#序60000
拜拜了	bdbdlepv#序60000
拜拜了	bdbdleua#序60000
拜拜了	bdbdleuv#序60000
进不了	jlbulnza#序60000
进不了	jlbulnzv#序60000
八年级	banmjips#序60000
多花钱	dohwqmxj#序60000
当演员	dhyjyrxk#序60000
回家后	hvjwhbkp#序60000
很郁闷	hfyumfim#序60000
没人管	mzrfgrdv#序60000
你小子	nixnzira#序60000
你小子	nixnzirv#序60000
小女儿	xnnverlp#序60000
洗完了	xiwjleda#序60000
洗完了	xiwjledv#序60000
在聊天	zdlntmta#序60000
在聊天	zdlntmua#序60000
找他们	vctamffr#序60000
找他们	vctamftr#序60000
一五零	yiwulkay#序60000
安排在	anpdzdbt#序60000
安排在	anpdzdbu#序60000
夏婉安	xwwjanab#序60000
有的说	ybdeuooy#序60000
有的说	ybdeuouy#序60000
有的说	ybdeuoyy#序60000
要求和	ycqqhexh#序60000
过几次	gojicizd#序60000
朵玫瑰	domzgvjw#序60000
朵玫瑰	domzgvmw#序60000
第一笔	diyibivv#序60000
别忘记	bpwhjidy#序60000
冒出来	mciuldra#序60000
不经常	bujkihad#序60000
不经常	bujkihaj#序60000
不经常	bujkihax#序60000
就叫做	jqjnzoyr#序60000
与美女	yumznvaa#序60000
与美女	yumznvav#序60000
大闸蟹	davaxpai#序60000
大闸蟹	davaxphi#序60000
我老爸	wolcbapf#序60000
那就别	najqbped#序60000
一下来	yixwldaa#序60000
前提下	qmtixwba#序60000
十字绣	uizixqas#序60000
新版本	xlbjbfqm#序60000
篮球赛	ljqqsdvb#序60000
三千万	sjqmwjaa#序60000
草原上	ccyruhcl#序60000
饿不饿	eebueeuu#序60000
快一些	kkyixpxe#序60000
没明白	mzmkbddp#序60000
有合作	ybhezoor#序60000
有合作	ybhezour#序60000
有合作	ybhezoyr#序60000
在古代	zdguddtr#序60000
在古代	zdguddur#序60000
在江西	zdjxxita#序60000
在江西	zdjxxiua#序60000
再往下	zdwhxwaa#序60000
这样算	veyhsrzv#序60000
我看是	wokjuipr#序60000
一八六	yibalqad#序60000
一八六	yibalqaw#序60000
五六千	wulqqmap#序60000
宋仲基	ssvsjibq#序60000
在任何	zdrfhetr#序60000
在任何	zdrfheur#序60000
从今年	csjlnmrp#序60000
从今年	csjlnmrr#序60000
甚至连	ufvilmqz#序60000
全中国	qrvsgork#序60000
商业街	uhyejpdi#序60000
商业街	uhyejpli#序60000
商业街	uhyejpwi#序60000
下水道	xwuvdcaz#序60000
末班车	mobjieaa#序60000
捉迷藏	vomichfc#序60000
捉迷藏	vomichtc#序60000
花果山	hwgoujcl#序60000
繁体字	fjtizisb#序60000
先考虑	xmkclveh#序60000
先考虑	xmkclvex#序60000
先考虑	xmkclvnh#序60000
先考虑	xmkclvnx#序60000
白骨精	bdgujkpm#序60000
移动网	yidswhhk#序60000
鲁冰花	lubkhwyc#序60000
小事儿	xnuierlp#序60000
尤其在	ybqizdat#序60000
尤其在	ybqizdau#序60000
尤其在	ybqizdht#序60000
尤其在	ybqizdhu#序60000
尤其在	ybqizdyt#序60000
尤其在	ybqizdyu#序60000
肉夹馍	rbjwmoau#序60000
肉夹馍	rbjwmoku#序60000
肉夹馍	rbjwmouu#序60000
吐出来	tuiuldka#序60000
露出来	luiuldya#序60000
捡起来	jmqildfa#序60000
捡起来	jmqildta#序60000
还是把	hduibazf#序60000
还是把	hduibazt#序60000
交上去	jnuhqudt#序60000
交上去	jnuhqult#序60000
交上去	jnuhquwt#序60000
见证了	jmvgleaa#序60000
见证了	jmvgleav#序60000
见证了	jmvgleea#序60000
见证了	jmvgleev#序60000
见证了	jmvgleka#序60000
见证了	jmvglekv#序60000
见证了	jmvgleua#序60000
见证了	jmvgleuv#序60000
他会说	tahvuory#序60000
有句话	ybjuhwoy#序60000
有句话	ybjuhwuy#序60000
有句话	ybjuhwyy#序60000
这些天	vexptmza#序60000
八千多	baqmdopx#序60000
就当我	jqdhwoyp#序60000
能吃吗	ngiimask#序60000
九四年	jqsinmpp#序60000
九四年	jqsinmpr#序60000
卫生室	wzuguieb#序60000
卫生室	wzuguigb#序60000
经济学	jkjixtsd#序60000
经济学	jkjixtsz#序60000
宁波市	nkbouibd#序60000
宁波市	nkbouibw#序60000
来源于	ldyryuaa#序60000
管委会	grwzhvvr#序60000
威尼斯	wznisigq#序60000
威尼斯	wznisinq#序60000
威尼斯	wznisiwq#序60000
回头看	hvtbkjko#序60000
回头看	hvtbkjku#序60000
人身上	rfufuhpl#序60000
也来了	yeldlega#序60000
也来了	yeldlegv#序60000
有你在	ybnizdot#序60000
有你在	ybnizdou#序60000
有你在	ybnizdut#序60000
有你在	ybnizduu#序60000
有你在	ybnizdyt#序60000
有你在	ybnizdyu#序60000
不自信	buzixlar#序60000
不要啊	buycaaak#序60000
情况吧	qkkxbaxk#序60000
带出来	ddiuldja#序60000
德宏州	dehsvbid#序60000
德宏州	dehsvbii#序60000
太难受	tdnjubdv#序60000
太难受	tdnjubdy#序60000
不愉快	buyukkax#序60000
爱情片	aiqkpmvp#序60000
左上角	zouhjngd#序60000
左上角	zouhjnud#序60000
圆周率	yrvblvkd#序60000
圆周率	yrvblvkw#序60000
草字头	cczitbcd#序60000
你们呢	nimfnerk#序60000
奶奶家	ndndjwnb#序60000
奇怪了	qigkleda#序60000
奇怪了	qigkledv#序60000
让世界	rhuijpyt#序60000
睡觉前	uvjnqmmb#序60000
听朋友	tkpgybku#序60000
听朋友	tkpgybky#序60000
外伤害	wduhhdxb#序60000
又一遍	ybyibmvz#序60000
赚钱了	vrqmleba#序60000
赚钱了	vrqmlebv#序60000
在所有	zdsoybto#序60000
在所有	zdsoybtu#序60000
在所有	zdsoybty#序60000
在所有	zdsoybuo#序60000
在所有	zdsoybuu#序60000
在所有	zdsoybuy#序60000
那还能	nahdnges#序60000
八五二	bawuerpa#序60000
更新到	ggxldcav#序60000
约好了	ythclesa#序60000
约好了	ythclesv#序60000
真好笑	vfhcxnuv#序60000
考的是	kcdeuilr#序60000
大市场	dauiihat#序60000
大市场	dauiihht#序60000
大会上	dahvuhal#序60000
大会上	dahvuhhl#序60000
标志性	bnvixkmx#序60000
来完成	ldwjigag#序60000
来完成	ldwjigaw#序60000
更没有	ggmzybao#序60000
更没有	ggmzybau#序60000
更没有	ggmzybay#序60000
第八次	dibacivd#序60000
目击者	mujiveal#序60000
目击者	mujiveul#序60000
目击者	mujiveml#序60000
目击者	mujiveol#序60000
一上来	yiuhldaa#序60000
这样问	veyhwfzk#序60000
这样问	veyhwfzm#序60000
只负责	vifuzekf#序60000
只负责	vifuzekq#序60000
你错了	nicolera#序60000
你错了	nicolerv#序60000
金针菇	jlvfgupc#序60000
金针菇	jlvfgurc#序60000
西兰花	xiljhwac#序60000
经常吃	jkihiisk#序60000
娶媳妇	quxifunn#序60000
就起床	jqqiixyg#序60000
就起床	jqqiixym#序60000
我用手	woysubpp#序60000
太子妃	tdzifzdn#序60000
白云区	bdyyqupk#序60000
那么重	namevsep#序60000
都不同	dbbutsvk#序60000
改密码	gdmimaju#序60000
改密码	gdmimawu#序60000
好什么	hcufmenp#序60000
居然是	jurjuiur#序60000
证明是	vgmkuiyr#序60000
必须到	bixudcdv#序60000
必须到	bixudcxv#序60000
那有时	naybuier#序60000
三万多	sjwjdoax#序60000
通知他	tsvitazr#序60000
法克曼	fakemjdr#序60000
候选案	hbxranrb#序60000
储存法	iucyfard#序60000
土博士	tubouiaa#序60000
土博士	tubouiah#序60000
土博士	tubouiau#序60000
土博士	tubouiha#序60000
土博士	tubouihh#序60000
土博士	tubouihu#序60000
宿迁县	xqqmxmbq#序60000
山南部	ujnjbull#序60000
抗增殖	khzgvifd#序60000
抗增殖	khzgvitd#序60000
新中东	xlvsdsqa#序60000
新中东	xlvsdsqq#序60000
新外交	xlwdjnqd#序60000
新外交	xlwdjnql#序60000
新外交	xlwdjnqw#序60000
新泉城	xlqrigqt#序60000
果品厂	goplihla#序60000
果品厂	goplihta#序60000
标记性	bnjixkmx#序60000
民运部	mlyybual#序60000
民运部	mlyybukl#序60000
民运部	mlyybuvl#序60000
真子集	vfzijium#序60000
真子集	vfzijiuv#序60000
第十站	diuivjvl#序60000
职工部	vigsbuel#序60000
肌质网	jiviwhyk#序60000
苦竹叶	kuvuyeck#序60000
落实人	louirfcp#序60000
蒙古队	mggudvce#序60000
裁线机	cdxmjigm#序60000
裁线机	cdxmjiym#序60000
调制剂	tnvijiyd#序60000
财政界	cdvgjpbt#序60000
越教越	ytjnytzz#序60000
银杏村	ylxkcyjm#序60000
雷诺病	lznobkyb#序60000
非麻醉	fzmazvly#序60000
和信息	hexlxihz#序60000
上网卡	uhwhkalb#序60000
上网卡	uhwhkalu#序60000
项目中	xxmuvsgl#序60000
项目中	xxmuvsyl#序60000
不住了	buvuleaa#序60000
不住了	buvuleav#序60000
唐山市	thujuigd#序60000
唐山市	thujuigw#序60000
想出来	xxiuldxa#序60000
不是把	buuibaaf#序60000
不是把	buuibaat#序60000
碧桂园	bigvyruk#序60000
说爱你	uoainiyr#序60000
雅典娜	yadmnavn#序60000
雅典娜	yadmnayn#序60000
殡仪馆	blyigrdu#序60000
在销售	zdxnubtk#序60000
在销售	zdxnubtv#序60000
在销售	zdxnubuk#序60000
在销售	zdxnubuv#序60000
那么近	namejlez#序60000
正常啊	vgihaaak#序60000
这个法	vegefazd#序60000
加强对	jwqxdvlc#序60000
加强对	jwqxdvly#序60000
地下室	dixwuitb#序60000
十多天	uidotmaa#序60000
并且有	bkqpybbo#序60000
并且有	bkqpybbu#序60000
并且有	bkqpybby#序60000
并且有	bkqpybdo#序60000
并且有	bkqpybdu#序60000
并且有	bkqpybdy#序60000
还能在	hdngzdzt#序60000
还能在	hdngzdzu#序60000
身体上	uftiuhpl#序60000
韩宝仪	hjbcyiur#序60000
韩宝仪	hjbcyiwr#序60000
很丰富	hffgfuib#序60000
好看了	hckjlena#序60000
好看了	hckjlenv#序60000
能坚持	ngjmiisf#序60000
能坚持	ngjmiist#序60000
你走了	nizblera#序60000
你走了	nizblerv#序60000
你找我	nivcworp#序60000
抢不到	qxbudcfv#序60000
抢不到	qxbudctv#序60000
孙红雷	syhslzzy#序60000
特别低	tebpdinr#序60000
我死了	wosilepa#序60000
我死了	wosilepv#序60000
住宿费	vusufzrf#序60000
不要求	buycqqaa#序60000
见个面	jmgemmaa#序60000
见个面	jmgemmea#序60000
见个面	jmgemmka#序60000
见个面	jmgemmua#序60000
这需要	vexuyczx#序60000
调小为	dnxnwzyd#序60000
炖排骨	dypdguhl#序60000
汕头市	ujtbuidd#序60000
汕头市	ujtbuidw#序60000
全自动	qrzidsrl#序60000
全自动	qrzidsry#序60000
植物园	viwuyrmk#序60000
突破了	tupolexa#序60000
突破了	tupolexv#序60000
第一代	diyiddvr#序60000
持有人	iiybrffp#序60000
持有人	iiybrftp#序60000
女主人	nvvurfap#序60000
女主人	nvvurfvp#序60000
老头子	lctbzila#序60000
老头子	lctbzilv#序60000
至北京	vibzjkad#序60000
至北京	vibzjkaw#序60000
我不做	wobuzopr#序60000
吃不饱	iibubcku#序60000
代金券	ddjlqrrd#序60000
代金券	ddjlqrrj#序60000
两年之	lxnmviad#序60000
就和我	jqhewoyp#序60000
泥石流	niuilqdd#序60000
很遗憾	hfyihjix#序60000
音乐里	ylytlill#序60000
不敢去	bugjquat#序60000
不小了	buxnleaa#序60000
不小了	buxnleav#序60000
解释说	jpuiuojy#序60000
少一些	ucyixpxe#序60000
套马杆	tcmagjdm#序60000
她长得	tavhdeni#序60000
我试试	wouiuipy#序60000
在楼下	zdlbxwta#序60000
在楼下	zdlbxwua#序60000
在食堂	zduithtd#序60000
在食堂	zduithtt#序60000
在食堂	zduithtx#序60000
在食堂	zduithud#序60000
在食堂	zduithut#序60000
在食堂	zduithux#序60000
要努力	ycnulixg#序60000
会更加	hvggjwrl#序60000
能行吗	ngxkmask#序60000
情深深	qkufufxd#序60000
导员儿	dcyrercp#序60000
导员儿	dcyrersp#序60000
延庆县	yjqkxmzq#序60000
老北京	lcbzjkld#序60000
老北京	lcbzjklw#序60000
非常棒	fzihbhlm#序60000
口香糖	kbxxthlm#序60000
车可以	iekeyiav#序60000
记不得	jibudeyi#序60000
护发素	hufasuff#序60000
护发素	hufasufs#序60000
护发素	hufasutf#序60000
护发素	hufasuts#序60000
宫崎骏	gsqijybm#序60000
干洗店	gjxidmag#序60000
他是从	tauicsrr#序60000
代收费	ddubfzrf#序60000
真可怕	vfkepaux#序60000
阿勒泰	aalztdef#序60000
阿勒泰	aalztdeu#序60000
把一些	bayixpfe#序60000
把一些	bayixpte#序60000
夫妻俩	fuqilwar#序60000
安装费	anvxfzbf#序60000
第一课	diyikevy#序60000
再回到	zdhvdcav#序60000
但最终	djzvvsrs#序60000
嘿嘿嘿	hzhzhzkk#序60000
不仅要	bujlycax#序60000
还不算	hdbusrzv#序60000
一一四	yiyisiaa#序60000
一一四	yiyisiak#序60000
一一四	yiyisiau#序60000
出门儿	iumfercp#序60000
出门儿	iumferup#序60000
盐湖区	yjhuqutk#序60000
免年费	mmnmfzdf#序60000
他的脸	tadelmry#序60000
活动中	hodsvsdl#序60000
在这次	zdvecitd#序60000
在这次	zdveciud#序60000
女司机	nvsijiam#序60000
女司机	nvsijivm#序60000
没有让	mzybrhdy#序60000
笑起来	xnqildva#序60000
车管所	iegrsoah#序60000
车管所	iegrsoaj#序60000
加特林	jwtelllm#序60000
何时了	heuilera#序60000
何时了	heuilerv#序60000
卡住了	kavuleba#序60000
卡住了	kavulebv#序60000
卡住了	kavuleua#序60000
卡住了	kavuleuv#序60000
孟庭苇	mgtkwzzc#序60000
挺舒服	tkuufufy#序60000
挺舒服	tkuufuty#序60000
洗头发	xitbfada#序60000
洗头发	xitbfadf#序60000
洗头发	xitbfadv#序60000
洗头发	xitbfady#序60000
叫哥哥	jngegekk#序60000
顺义区	uyyiquyk#序60000
银河系	ylhexijp#序60000
不看了	bukjleaa#序60000
不看了	bukjleav#序60000
不要啦	buyclaak#序60000
等不到	dgbudcvv#序60000
当然在	dhrjzdxt#序60000
当然在	dhrjzdxu#序60000
就永远	jqysyryz#序60000
学钢琴	xtghqldw#序60000
学钢琴	xtghqlzw#序60000
下载网	xwzdwhak#序60000
自己吗	zijimapk#序60000
怎么补	zfmebuxy#序60000
总是会	zsuihvbr#序60000
大头儿	datberap#序60000
大头儿	datberhp#序60000
也正是	yevguigr#序60000
永远也	ysyryedg#序60000
得到你	dedcniir#序60000
存进去	cyjlquut#序60000
存进去	cyjlquzt#序60000
上完课	uhwjkely#序60000
为国家	wzgojwdb#序60000
专业化	vryehwar#序60000
责任人	zerfrffp#序60000
责任人	zerfrfqp#序60000
圣斗士	ugdbuita#序60000
圣斗士	ugdbuith#序60000
圣斗士	ugdbuitu#序60000
圣斗士	ugdbuiya#序60000
圣斗士	ugdbuiyh#序60000
圣斗士	ugdbuiyu#序60000
是安全	uianqrrr#序60000
研究部	yjjqbuul#序60000
现在连	xmzdlmwz#序60000
掉眼泪	dnyjlzfd#序60000
掉眼泪	dnyjlztd#序60000
就认为	jqrfwzyd#序60000
电话网	dmhwwhlk#序60000
不干净	bugjjkad#序60000
好辛苦	hcxlkunc#序60000
惠州市	hvvbuiad#序60000
惠州市	hvvbuiaw#序60000
也很大	yehfdaga#序60000
也很大	yehfdagh#序60000
没见了	mzjmleda#序60000
没见了	mzjmledv#序60000
涮羊肉	uryhrbda#序60000
涮羊肉	uryhrbdk#序60000
涮羊肉	uryhrbdu#序60000
作曲家	zoqujwrb#序60000
到那时	dcnauivr#序60000
不能进	bungjlaz#序60000
不要走	buyczbat#序60000
诞生了	djugleya#序60000
诞生了	djugleyv#序60000
都是些	dbuixpve#序60000
第一句	diyijuvb#序60000
很多大	hfdodaia#序60000
很多大	hfdodaih#序60000
写短信	xpdrxlbr#序60000
限制了	xmvileea#序60000
限制了	xmvileev#序60000
一次吧	yicibaak#序60000
再想想	zdxxxxax#序60000
经常看	jkihkjso#序60000
经常看	jkihkjsu#序60000
起一个	qiyigezp#序60000
起一个	qiyigezr#序60000
十八万	uibawjaa#序60000
仙剑三	xmjmsjra#序60000
阿尔曼	aaermjer#序60000
阿迪王	aadiwhea#序60000
伊瑟尔	yiseerrd#序60000
伊瑟尔	yiseerrx#序60000
位标志	wzbnviru#序60000
位标志	wzbnvirx#序60000
公益桥	gsyiqnbm#序60000
句柄数	jubkuubl#序60000
另类版	lklzbjkp#序60000
太难记	tdnjjidy#序60000
总增加	zszgjwbl#序60000
放鹤路	fhhelufz#序60000
放鹤路	fhheluwz#序60000
未建造	wzjmzcaz#序60000
立项表	lixxbndf#序60000
胜战计	ugvjjiyy#序60000
超高热	icgcrezd#序60000
超高热	icgcrezh#序60000
越种越	ytvsytzz#序60000
输出框	uuiukxim#序60000
选取器	xrquqizk#序60000
选取器	xrquqizq#序60000
透析袋	tbxiddzy#序60000
雌配子	cipzziva#序60000
雌配子	cipzzivv#序60000
食品年	uiplnmpp#序60000
食品年	uiplnmpr#序60000
食品年	uiplnmrp#序60000
食品年	uiplnmrr#序60000
宣传部	xrirbubl#序60000
大企业	daqiyeal#序60000
大企业	daqiyehl#序60000
向中国	xxvsgopk#序60000
教科书	jnkeuuxa#序60000
教科书	jnkeuuxv#序60000
多年前	donmqmxb#序60000
精神上	jkufuhml#序60000
就决定	jqjtdkyb#序60000
宝鸡市	bcjiuibd#序60000
宝鸡市	bcjiuibw#序60000
这一幕	veyimuzc#序60000
这一幕	veyimuzj#序60000
交给他	jngztadr#序60000
交给他	jngztalr#序60000
交给他	jngztawr#序60000
难不成	njbuigyg#序60000
难不成	njbuigyw#序60000
小儿子	xnerzila#序60000
小儿子	xnerzilv#序60000
